batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p0-011,11,72,P0,verify_submit_form_then_approve_or_reject,https://aimatchpro.ai/submit,aimatchpro.ai,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:72,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:21:07.053Z,,,,,,,,,,,,,,,0,,
p0-011,12,78,P0,verify_submit_form_then_approve_or_reject,https://aitools.love/submit,aitools.love,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:78,200,yes,https://aitools.love/submit,aitools.love,0,0,no,yes,yes,no,no,yes,yes,no,no,,2026-05-28T04:21:07.332Z,,,,,,,,,,,,,,,0,,
p0-011,13,81,P0,verify_submit_form_then_approve_or_reject,https://www.aitrendytools.com/submit,aitrendytools.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:81,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:21:10.016Z,,,,,,,,,,,,,,,0,,
p0-011,14,115,P0,verify_submit_form_then_approve_or_reject,https://bestofweb.io/submit,bestofweb.io,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:115,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:21:11.476Z,,,,,,,,,,,,,,,0,,
p0-011,15,220,P0,verify_submit_form_then_approve_or_reject,https://dofollow.tools/submit,dofollow.tools,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,"payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:220,200,yes,https://dofollow.tools/submit,dofollow.tools,2,14,yes,yes,yes,yes,no,yes,yes,yes,no,,2026-05-28T04:21:12.107Z,,,,,,,,,,,,,,,0,,
p0-011,16,252,P0,verify_submit_form_then_approve_or_reject,https://firsto.co/submit,firsto.co,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:252,404,no,https://firsto.co/submit,firsto.co,0,0,yes,yes,yes,yes,no,yes,no,yes,no,HTTP 404,2026-05-28T04:21:14.733Z,,,,,,,,,,,,,,,0,,
p0-011,17,274,P0,verify_submit_form_then_approve_or_reject,https://getbyte.co/submit,getbyte.co,,approved | reject_not_submit | reject_paid | reject_auth_required,review_manually,needs_manual_check,low,,manual_confirm_submit_form_and_blockers,submit URL/button signal found but evidence is incomplete; evidence: URL path looks like a submission endpoint,,submit URL/button signal found but evidence is incomplete,yes,review_row:274,200,yes,https://getbyte.co/submit,getbyte.co,0,0,no,yes,no,no,no,no,no,no,no,,2026-05-28T04:21:16.077Z,,,,,,,,,,,,,,,0,,
p0-011,18,292,P0,verify_submit_form_then_approve_or_reject,https://goodaitools.com/submit,goodaitools.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:292,200,yes,https://goodaitools.com/submit,goodaitools.com,2,2,yes,yes,yes,yes,no,yes,yes,no,no,,2026-05-28T04:21:18.113Z,,,,,,,,,,,,,,,0,,
p0-011,19,294,P0,verify_submit_form_then_approve_or_reject,https://www.grabon.in/indulge/ai-tools/submit,grabon.in,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:294,403,no,https://www.grabon.in/indulge/ai-tools/submit,grabon.in,0,0,no,yes,yes,no,no,yes,yes,no,no,HTTP 403,2026-05-28T04:21:19.509Z,,,,,,,,,,,,,,,0,,
p0-011,20,332,P0,verify_submit_form_then_approve_or_reject,https://launchvault.com/submit,launchvault.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:332,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:21:21.410Z,,,,,,,,,,,,,,,0,,
p0-011,21,341,P0,verify_submit_form_then_approve_or_reject,https://logicballs.com/submit,logicballs.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; URL path looks like a submission endpoint; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:341,404,no,https://logicballs.com/submit,logicballs.com,0,0,no,yes,no,no,no,yes,no,no,no,HTTP 404,2026-05-28T04:21:22.814Z,,,,,,,,,,,,,,,0,,
p0-011,22,388,P0,verify_submit_form_then_approve_or_reject,https://newtools.site/submit,newtools.site,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: URL path looks like a submission endpoint; This operation was aborted,,This operation was aborted,yes,review_row:388,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-28T04:21:25.118Z,,,,,,,,,,,,,,,0,,
p0-011,23,390,P0,verify_submit_form_then_approve_or_reject,https://www.nocode.mba/tools/submit,nocode.mba,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:390,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:21:40.126Z,,,,,,,,,,,,,,,0,,
p0-011,24,391,P0,verify_submit_form_then_approve_or_reject,https://www.nocode.tech/submit,nocode.tech,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,"HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; 3 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404",,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:391,404,no,https://www.nocode.tech/submit,nocode.tech,3,6,yes,yes,yes,no,no,yes,no,no,no,HTTP 404,2026-05-28T04:21:50.526Z,,,,,,,,,,,,,,,0,,
p0-011,25,392,P0,verify_submit_form_then_approve_or_reject,https://www.nocodedevs.com/submit,nocodedevs.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found; final domain changed to makerthrive.com,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:392,200,yes,https://www.makerthrive.com/,makerthrive.com,0,0,no,no,yes,no,no,yes,yes,no,no,,2026-05-28T04:21:51.900Z,,,,,,,,,,,,,,,0,,
