batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-recheck-003,95,147,P2,verify_directory_fit_before_any_approval,https://blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15,blogs.city.ac.uk,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"host/path (blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15) looks like a blog/news content page, not a directory; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"host/path (blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15) looks like a blog/news content page, not a directory",yes,review_row:147,200,yes,https://blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15/,blogs.city.ac.uk,2,3,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T11:00:02.173Z
p2-recheck-003,106,158,P2,verify_directory_fit_before_any_approval,https://blogs.uww.edu/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules,blogs.uww.edu,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules) looks like a source article, profile, forum, comment, or issue page",yes,review_row:158,200,yes,https://blogs.uww.edu/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules/,blogs.uww.edu,2,4,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T11:01:05.423Z
p2-recheck-003,107,159,P2,verify_directory_fit_before_any_approval,https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter,blogs.zeiss.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; CAPTCHA signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter) looks like a source article, profile, forum, comment, or issue page",yes,review_row:159,200,yes,https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter/,blogs.zeiss.com,2,11,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T11:01:08.839Z
p2-recheck-003,108,160,P2,verify_directory_fit_before_any_approval,https://bordeaux.onvasortir.com/profil_msg_inexistant.php,bordeaux.onvasortir.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/profil_msg_inexistant.php) looks like a source article, profile, forum, comment, or issue page; evidence: fetch failed",,"URL path (/profil_msg_inexistant.php) looks like a source article, profile, forum, comment, or issue page",yes,review_row:160,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T11:01:13.851Z
p2-recheck-003,109,161,P2,verify_directory_fit_before_any_approval,https://brownbagteacher.com/what-im-reading,brownbagteacher.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:161,403,no,https://brownbagteacher.com/what-im-reading,brownbagteacher.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T11:01:24.326Z
p2-recheck-003,110,163,P2,verify_directory_fit_before_any_approval,https://www.browneyedbaker.com/how-to-make-pate-a-choux-fill-eclairs-and-cream-puffs,browneyedbaker.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:163,403,no,https://www.browneyedbaker.com/how-to-make-pate-a-choux-fill-eclairs-and-cream-puffs,browneyedbaker.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T11:01:25.683Z
p2-recheck-003,111,164,P2,verify_directory_fit_before_any_approval,https://bugs.documentfoundation.org/show_bug.cgi?id=162681,bugs.documentfoundation.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/show_bug.cgi) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found",,"URL path (/show_bug.cgi) looks like a source article, profile, forum, comment, or issue page",yes,review_row:164,200,yes,https://bugs.documentfoundation.org/show_bug.cgi?id=162681,bugs.documentfoundation.org,0,0,no,no,no,no,no,yes,no,no,no,,2026-05-22T11:01:27.008Z
p2-recheck-003,112,174,P2,verify_directory_fit_before_any_approval,https://calaos.fr/forum/member.php?action=profile&uid=7732,calaos.fr,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/forum/member.php) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; 4 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/forum/member.php) looks like a source article, profile, forum, comment, or issue page",yes,review_row:174,200,yes,https://calaos.fr/forum/member.php?action=profile&uid=7732,calaos.fr,4,23,yes,no,no,yes,no,no,no,no,no,,2026-05-22T11:01:28.174Z
p2-recheck-003,113,175,P2,verify_directory_fit_before_any_approval,https://cantstayoutofthekitchen.com/2022/01/06/blueberry-walnut-overnight-oatmeal,cantstayoutofthekitchen.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2022/01/06/blueberry-walnut-overnight-oatmeal) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/2022/01/06/blueberry-walnut-overnight-oatmeal) looks like a source article, profile, forum, comment, or issue page",yes,review_row:175,200,yes,https://cantstayoutofthekitchen.com/2022/01/06/blueberry-walnut-overnight-oatmeal/,cantstayoutofthekitchen.com,1,10,yes,no,no,no,no,yes,no,no,no,,2026-05-22T11:01:30.052Z
p2-recheck-003,114,177,P2,verify_directory_fit_before_any_approval,https://capturebilling.com/new-quality-aca-reporting-standards,capturebilling.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:177,403,no,https://capturebilling.com/new-quality-aca-reporting-standards,capturebilling.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T11:01:33.625Z
p2-recheck-003,115,178,P2,verify_directory_fit_before_any_approval,https://career.tu-sofia.bg/employer/geometry-dash-subzero,career.tu-sofia.bg,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 5 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:178,200,yes,https://career.tu-sofia.bg/employer/geometry-dash-subzero,career.tu-sofia.bg,5,24,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T11:01:35.122Z
p2-recheck-003,116,179,P2,verify_directory_fit_before_any_approval,https://cartoonresearch.com/index.php/forgotten-anime-57-kirara-2000,cartoonresearch.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:179,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T11:01:36.866Z
p2-recheck-003,117,180,P2,verify_directory_fit_before_any_approval,https://www.certifiedpastryaficionado.com/churro-waffles,certifiedpastryaficionado.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 25 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:180,200,yes,https://www.certifiedpastryaficionado.com/churro-waffles/,certifiedpastryaficionado.com,5,25,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:01:47.371Z
p2-recheck-003,118,181,P2,verify_directory_fit_before_any_approval,https://www.certifiedpastryaficionado.com/nutella-cream-pie,certifiedpastryaficionado.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 25 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:181,200,yes,https://www.certifiedpastryaficionado.com/nutella-cream-pie/,certifiedpastryaficionado.com,5,25,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:01:52.591Z
p2-recheck-003,119,183,P2,verify_directory_fit_before_any_approval,https://www.chandigarhcity.com/discussions/threads/quordle-to-quorle,chandigarhcity.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/discussions/threads/quordle-to-quorle) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/discussions/threads/quordle-to-quorle) looks like a source article, profile, forum, comment, or issue page",yes,review_row:183,200,yes,https://www.chandigarhcity.com/discussions/threads/quordle-to-quorle/,chandigarhcity.com,2,8,yes,no,no,yes,no,yes,no,no,no,,2026-05-22T11:01:54.006Z
p2-recheck-003,120,184,P2,verify_directory_fit_before_any_approval,https://chayagrossberg.com/diagnosis-versus-you,chayagrossberg.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 5 form(s), 42 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:184,200,yes,https://chayagrossberg.com/diagnosis-versus-you/,chayagrossberg.com,5,42,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:00.951Z
p2-recheck-003,121,185,P2,verify_directory_fit_before_any_approval,https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent,chayagrossberg.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 5 form(s), 42 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:185,200,yes,https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent/,chayagrossberg.com,5,42,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:07.043Z
p2-recheck-003,122,186,P2,verify_directory_fit_before_any_approval,https://chhs.news.niu.edu/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students,chhs.news.niu.edu,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 21 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students) looks like a source article, profile, forum, comment, or issue page",yes,review_row:186,200,yes,https://chhs.news.niu.edu/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students/,chhs.news.niu.edu,3,21,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:13.748Z
p2-recheck-003,123,187,P2,verify_directory_fit_before_any_approval,https://cinescopia.com/las-10-mejores-peliculas-de-casey-affleck/2024/08,cinescopia.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:187,200,yes,https://cinescopia.com/las-10-mejores-peliculas-de-casey-affleck/2024/08/,cinescopia.com,2,11,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T11:02:18.539Z
p2-recheck-003,124,189,P2,verify_directory_fit_before_any_approval,https://claude.ai/code,claude.ai,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 4 input/select/textarea fields; directory/listing marketplace text signal found; final domain changed to claude.com",,login/register or OAuth signal found,yes,review_row:189,200,yes,https://claude.com/app-unavailable-in-region,claude.com,2,4,no,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:02:26.646Z
p2-recheck-003,125,190,P2,verify_directory_fit_before_any_approval,https://claude.ai/code)%EF%BC%8C%E4%BD%A0%E4%B8%8D%E9%9C%80%E8%A6%81%E7%9C%8B%E4%BB%BB%E4%BD%95%E5%85%B6%E4%BB%96%E6%96%87%E6%A1%A3%E3%80%82Clone,claude.ai,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 4 input/select/textarea fields; directory/listing marketplace text signal found; final domain changed to claude.com",,login/register or OAuth signal found,yes,review_row:190,200,yes,https://claude.com/app-unavailable-in-region,claude.com,2,4,no,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:02:31.022Z
p2-recheck-003,126,194,P2,verify_directory_fit_before_any_approval,https://community.ops.io/albacube_d9724d5112893f8a,community.ops.io,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:194,200,yes,https://community.ops.io/albacube_d9724d5112893f8a,community.ops.io,1,1,yes,no,yes,yes,no,no,no,no,no,,2026-05-22T11:02:32.157Z
p2-recheck-003,127,195,P2,verify_directory_fit_before_any_approval,https://www.completelydelicious.com/tips/make-brownies-shiny-crackly-crust,completelydelicious.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/tips/make-brownies-shiny-crackly-crust) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403",,"URL path (/tips/make-brownies-shiny-crackly-crust) looks like a source article, profile, forum, comment, or issue page",yes,review_row:195,403,no,https://www.completelydelicious.com/tips/make-brownies-shiny-crackly-crust,completelydelicious.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T11:02:35.486Z
