batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-recheck-002,48,373,P2,verify_directory_fit_before_any_approval,https://my.g2.com/sellers/welcome,my.g2.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:373,403,no,https://my.g2.com/signup?login=true,my.g2.com,0,0,no,no,no,no,no,yes,no,no,no,HTTP 403,2026-05-22T10:45:31.420Z
p2-recheck-002,59,413,P2,verify_directory_fit_before_any_approval,https://www.patreon.com/,patreon.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:413,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:00.976Z
p2-recheck-002,60,414,P2,verify_directory_fit_before_any_approval,https://www.pearltrees.com/,pearltrees.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:414,200,yes,https://www.pearltrees.com/,pearltrees.com,3,17,yes,no,no,yes,no,yes,yes,no,no,,2026-05-22T10:46:11.503Z
p2-recheck-002,61,416,P2,verify_directory_fit_before_any_approval,https://penzu.com/,penzu.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:416,200,yes,https://penzu.com/,penzu.com,0,1,no,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:46:12.770Z
p2-recheck-002,62,420,P2,verify_directory_fit_before_any_approval,https://pipedream.com/docs/components,pipedream.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:420,200,yes,https://pipedream.com/docs/components,pipedream.com,0,3,no,no,yes,yes,yes,yes,yes,yes,no,,2026-05-22T10:46:15.285Z
p2-recheck-002,63,424,P2,verify_directory_fit_before_any_approval,https://placester.com/,placester.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:424,200,yes,https://placester.com/,placester.com,0,0,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:46:17.239Z
p2-recheck-002,64,426,P2,verify_directory_fit_before_any_approval,https://porch.com/,porch.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:426,403,no,https://porch.com/,porch.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T10:46:19.151Z
p2-recheck-002,65,428,P2,verify_directory_fit_before_any_approval,https://www.pr-free.com/,pr-free.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:428,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:20.475Z
p2-recheck-002,66,429,P2,verify_directory_fit_before_any_approval,https://www.pr.com/,pr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:429,200,yes,https://www.pr.com/,pr.com,2,3,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:46:20.589Z
p2-recheck-002,67,434,P2,verify_directory_fit_before_any_approval,https://www.prlog.org/,prlog.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 3 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:434,200,yes,https://www.prlog.org/,prlog.org,3,5,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:46:22.512Z
p2-recheck-002,68,440,P2,verify_directory_fit_before_any_approval,https://proofstories.io/,proofstories.io,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:440,200,yes,https://proofstories.io/,proofstories.io,0,0,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:46:24.988Z
p2-recheck-002,69,444,P2,verify_directory_fit_before_any_approval,https://www.quibblo.com/,quibblo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 500; evidence: HTTP 500,,HTTP 500,yes,review_row:444,500,no,https://quibblo.com/,quibblo.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 500,2026-05-22T10:46:26.669Z
p2-recheck-002,70,455,P2,verify_directory_fit_before_any_approval,https://replit.com/,replit.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:455,200,yes,https://replit.com/,replit.com,0,5,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:46:30.490Z
p2-recheck-002,71,458,P2,verify_directory_fit_before_any_approval,https://www.rundown.ai/tools,rundown.ai,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; Cloudflare/human verification signal found; 3 form(s), 29 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:458,200,yes,https://www.rundown.ai/tools,rundown.ai,3,29,yes,no,yes,yes,no,no,yes,no,no,,2026-05-22T10:46:31.661Z
p2-recheck-002,72,466,P2,verify_directory_fit_before_any_approval,https://www.scoop.it/,scoop.it,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:466,200,yes,https://www.scoop.it/en/,scoop.it,0,0,no,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:46:35.343Z
p2-recheck-002,73,467,P2,verify_directory_fit_before_any_approval,https://www.scribd.com/,scribd.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:467,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:41.420Z
p2-recheck-002,74,469,P2,verify_directory_fit_before_any_approval,https://www.semfirms.com/,semfirms.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:469,200,yes,https://www.semfirms.com/,semfirms.com,2,5,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T10:46:51.933Z
p2-recheck-002,75,476,P2,verify_directory_fit_before_any_approval,https://www.sitepoint.com/community,sitepoint.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 1 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:476,200,yes,https://www.sitepoint.com/community/,sitepoint.com,1,4,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T10:46:53.284Z
p2-recheck-002,76,482,P2,verify_directory_fit_before_any_approval,https://www.slant.co/,slant.co,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:482,200,yes,https://www.slant.co/,slant.co,3,3,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:46:55.744Z
p2-recheck-002,77,485,P2,verify_directory_fit_before_any_approval,https://www.slideshare.net/,slideshare.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:485,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:57.258Z
p2-recheck-002,78,490,P2,verify_directory_fit_before_any_approval,https://www.sooperarticles.com/,sooperarticles.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:490,403,no,https://sooperarticles.com/,sooperarticles.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:47:07.776Z
p2-recheck-002,79,491,P2,verify_directory_fit_before_any_approval,https://soundcloud.com/,soundcloud.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:491,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:09.908Z
p2-recheck-002,80,494,P2,verify_directory_fit_before_any_approval,https://www.spoke.com/,spoke.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:494,403,no,https://www.spoke.com/,spoke.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:47:20.039Z
p2-recheck-002,81,501,P2,verify_directory_fit_before_any_approval,https://startupfa.me/,startupfa.me,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,needs_manual_check,low,,manual_confirm_submit_form_and_blockers,submit URL/button signal found but evidence is incomplete; evidence: payment/pricing signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,submit URL/button signal found but evidence is incomplete,yes,review_row:501,200,yes,https://startupfa.me/,startupfa.me,0,0,yes,no,yes,no,no,no,no,yes,no,,2026-05-22T10:47:21.681Z
p2-recheck-002,82,502,P2,verify_directory_fit_before_any_approval,https://www.startups.com/,startups.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 429; evidence: directory/listing marketplace text signal found; HTTP 429,,HTTP 429,yes,review_row:502,429,no,https://www.startups.com/,startups.com,0,0,no,no,yes,no,no,no,no,no,no,HTTP 429,2026-05-22T10:47:24.729Z
p2-recheck-002,83,505,P2,verify_directory_fit_before_any_approval,https://startus.cc/,startus.cc,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:505,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:25.354Z
p2-recheck-002,84,507,P2,verify_directory_fit_before_any_approval,https://www.strava.com/,strava.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:507,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:28.948Z
p2-recheck-002,85,508,P2,verify_directory_fit_before_any_approval,https://www.strikingly.com/,strikingly.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:508,200,yes,https://www.strikingly.com/,strikingly.com,2,22,yes,no,no,yes,no,yes,no,yes,no,,2026-05-22T10:47:29.268Z
p2-recheck-002,86,511,P2,verify_directory_fit_before_any_approval,https://substack.com/,substack.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:511,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:30.740Z
p2-recheck-002,87,512,P2,verify_directory_fit_before_any_approval,https://www.sulekha.com/,sulekha.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:512,200,yes,https://www.sulekha.com/,sulekha.com,0,5,yes,no,yes,yes,no,no,no,no,no,,2026-05-22T10:47:41.252Z
p2-recheck-002,88,517,P2,verify_directory_fit_before_any_approval,https://taalk.com/,taalk.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:517,200,yes,https://taalk.com/,taalk.com,3,7,yes,no,yes,no,no,yes,yes,yes,no,,2026-05-22T10:47:43.169Z
p2-recheck-002,89,518,P2,verify_directory_fit_before_any_approval,https://www.teacherspayteachers.com/,teacherspayteachers.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:518,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:45.394Z
p2-recheck-002,90,519,P2,verify_directory_fit_before_any_approval,https://tech.co/,tech.co,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 405; evidence: HTTP 405,,HTTP 405,yes,review_row:519,405,no,https://tech.co/,tech.co,0,0,no,no,no,no,no,no,no,no,no,HTTP 405,2026-05-22T10:47:55.896Z
p2-recheck-002,91,528,P2,verify_directory_fit_before_any_approval,https://thesaasdirectory.com/,thesaasdirectory.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:528,200,yes,https://thesaasdirectory.com/,thesaasdirectory.com,2,14,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:47:56.844Z
p2-recheck-002,92,532,P2,verify_directory_fit_before_any_approval,https://todaylaunches.com/,todaylaunches.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:532,200,yes,https://todaylaunches.com/,todaylaunches.com,0,0,no,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:47:59.009Z
p2-recheck-002,93,538,P2,verify_directory_fit_before_any_approval,https://toolsfine.com/,toolsfine.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:538,200,yes,https://toolsfine.com/,toolsfine.com,1,1,yes,no,yes,no,no,no,yes,no,no,,2026-05-22T10:47:59.644Z
p2-recheck-002,94,540,P2,verify_directory_fit_before_any_approval,https://trustmrr.com/,trustmrr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:540,200,yes,https://trustmrr.com/,trustmrr.com,0,4,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:48:02.992Z
p2-recheck-002,95,542,P2,verify_directory_fit_before_any_approval,https://www.tumblr.com/,tumblr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:542,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:05.275Z
p2-recheck-002,96,543,P2,verify_directory_fit_before_any_approval,https://tupalo.com/,tupalo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:543,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:15.779Z
