batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-004,301,P2,26,330,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,labsk.net,unknown,unknown,missing_domain,needs_manual_review,https://labsk.net/index.php?action=profile%3Bu%3D50620,labsk.net,1,repo-external-links.csv,repo-external-links.csv:row 207:url,,
p2-004,312,P2,26,348,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mae.gov.bi,unknown,unknown,missing_domain,needs_manual_review,https://www.mae.gov.bi/en/vacancy-announcement,mae.gov.bi,1,repo-external-links.csv,repo-external-links.csv:row 428:url,,
p2-004,313,P2,26,349,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,majalahsains.com,unknown,unknown,missing_domain,needs_manual_review,https://www.majalahsains.com/careers/employer/lawrence,majalahsains.com,1,repo-external-links.csv,repo-external-links.csv:row 429:url,,
p2-004,314,P2,26,353,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,makeupsavvy.co.uk,unknown,unknown,missing_domain,needs_manual_review,https://www.makeupsavvy.co.uk/2019/12/best-budget-concealers-for-pale-skin-2019.html,makeupsavvy.co.uk,1,repo-external-links.csv,repo-external-links.csv:row 430:url,,
p2-004,315,P2,26,354,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mangoandsalt.com,unknown,unknown,missing_domain,needs_manual_review,https://www.mangoandsalt.com/2023/05/04/galgos-podencos-tout-savoir-adoption-levriers-despagne,mangoandsalt.com,1,repo-external-links.csv,repo-external-links.csv:row 431:url,,
p2-004,316,P2,26,355,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mangoandsalt.com,unknown,unknown,missing_domain,needs_manual_review,https://www.mangoandsalt.com/2024/07/11/collection-de-chaussures-barefoot-avis-conseils-2,mangoandsalt.com,1,repo-external-links.csv,repo-external-links.csv:row 432:url,,
p2-004,317,P2,26,356,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,manilashopper.com,unknown,unknown,missing_domain,needs_manual_review,https://www.manilashopper.com/2014/11/the-stoneware-pottery-shop-in-cagayan.html,manilashopper.com,1,repo-external-links.csv,repo-external-links.csv:row 433:url,,
p2-004,318,P2,26,359,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mastodon.social,unknown,unknown,missing_domain,needs_manual_review,https://mastodon.social/@rstevens/112532171747034727,mastodon.social,1,repo-external-links.csv,repo-external-links.csv:row 217:url,,
p2-004,319,P2,26,361,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,metric-converter.net,unknown,unknown,missing_domain,needs_manual_review,https://metric-converter.net/,metric-converter.net,1,repo-external-links.csv,repo-external-links.csv:row 219:url,,
p2-004,320,P2,26,362,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,michaelgeist.ca,unknown,unknown,missing_domain,needs_manual_review,https://www.michaelgeist.ca/2023/05/this-must-stop-government-and-liberal-party-go-all-in-on-speech-regulation-with-political-truth-oversight-bodies-mandated-press-source-tracing-and-disclosure-of-critics-communications,michaelgeist.ca,1,repo-external-links.csv,repo-external-links.csv:row 435:url,,
p2-004,321,P2,26,367,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,moonsoap.com,unknown,unknown,missing_domain,needs_manual_review,https://www.moonsoap.com/hpgen/HPB/entries/8.html,moonsoap.com,1,repo-external-links.csv,repo-external-links.csv:row 436:url,,
p2-004,322,P2,26,368,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,multichain.com,unknown,unknown,missing_domain,needs_manual_review,https://multichain.com/qa/user/parrotcatsup3,multichain.com,1,repo-external-links.csv,repo-external-links.csv:row 221:url,,
p2-004,323,P2,26,369,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mummyfever.co.uk,unknown,unknown,missing_domain,needs_manual_review,https://mummyfever.co.uk/family-skiing-in-bulgaria,mummyfever.co.uk,1,repo-external-links.csv,repo-external-links.csv:row 222:url,,
p2-004,324,P2,26,370,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mummyfever.co.uk,unknown,unknown,missing_domain,needs_manual_review,https://mummyfever.co.uk/the-best-youtube-home-workouts,mummyfever.co.uk,1,repo-external-links.csv,repo-external-links.csv:row 223:url,,
p2-004,325,P2,26,372,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,musthavemom.com,unknown,unknown,missing_domain,needs_manual_review,https://musthavemom.com/how-to-get-a-designer-look-without-the-interior-decorator-price-tag,musthavemom.com,1,repo-external-links.csv,repo-external-links.csv:row 224:url,,
p2-004,326,P2,26,374,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,myanimelist.net,unknown,unknown,missing_domain,needs_manual_review,https://myanimelist.net/profile/Akizuki_Airi,myanimelist.net,1,repo-external-links.csv,repo-external-links.csv:row 225:url,,
p2-004,327,P2,26,375,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mycomics.de,unknown,unknown,missing_domain,needs_manual_review,https://www.mycomics.de/profil/tedcrane.html,mycomics.de,1,repo-external-links.csv,repo-external-links.csv:row 437:url,,
p2-004,328,P2,26,376,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mycoolapp.com,unknown,unknown,missing_domain,needs_manual_review,https://mycoolapp.com/,mycoolapp.com,1,repo-external-links.csv,repo-external-links.csv:row 226:url,,
p2-004,329,P2,26,378,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mysite.com,unknown,unknown,missing_domain,needs_manual_review,https://mysite.com/,mysite.com,1,repo-external-links.csv,repo-external-links.csv:row 227:url,,
p2-004,330,P2,26,379,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,nasze-lasie-pl.sugester.pl,unknown,unknown,missing_domain,needs_manual_review,https://nasze-lasie-pl.sugester.pl/167783170-ChatGPT-in-Spain-Revolutionizing-Communication-and-AI-Interaction?order=popular&page=2,nasze-lasie-pl.sugester.pl,1,repo-external-links.csv,repo-external-links.csv:row 229:url,,
p2-004,331,P2,26,380,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,nasze-lasie-pl.sugester.pl,unknown,unknown,missing_domain,needs_manual_review,https://nasze-lasie-pl.sugester.pl/18132-o-stronie-wiadomosci-na-glownej-itp?order=popular,nasze-lasie-pl.sugester.pl,1,repo-external-links.csv,repo-external-links.csv:row 230:url,,
p2-004,332,P2,26,381,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,negociosyemprendimiento.org,unknown,unknown,missing_domain,needs_manual_review,https://www.negociosyemprendimiento.org/2024/12/historia-temu.html?m=0,negociosyemprendimiento.org,1,repo-external-links.csv,repo-external-links.csv:row 438:url,,
p2-004,333,P2,26,383,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,netboard.hu,unknown,unknown,missing_domain,needs_manual_review,https://www.netboard.hu/searchuser_full.php?id=139760,netboard.hu,1,repo-external-links.csv,repo-external-links.csv:row 439:url,,
p2-004,334,P2,26,384,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,new-site.com,unknown,unknown,missing_domain,needs_manual_review,https://new-site.com/,new-site.com,1,repo-external-links.csv,repo-external-links.csv:row 232:url,,
p2-004,335,P2,26,389,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,nintendoworldreport.com,unknown,unknown,missing_domain,needs_manual_review,https://www.nintendoworldreport.com/forums/index.php?action=profile%3Bu%3D56540,nintendoworldreport.com,1,repo-external-links.csv,repo-external-links.csv:row 441:url,,
p2-004,336,P2,26,396,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,nodejs.org,unknown,unknown,missing_domain,needs_manual_review,https://nodejs.org/,nodejs.org,1,repo-external-links.csv,repo-external-links.csv:row 237:url,,
p2-004,337,P2,26,398,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,notsowimpyteacher.com,unknown,unknown,missing_domain,needs_manual_review,https://notsowimpyteacher.com/2024/01/5-reasons-why-teaching-grammar-is-still-important.html,notsowimpyteacher.com,1,repo-external-links.csv,repo-external-links.csv:row 238:url,,
p2-004,338,P2,26,400,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,onesweetmess.com,unknown,unknown,missing_domain,needs_manual_review,https://www.onesweetmess.com/2017/06/08/cherry-negroni,onesweetmess.com,1,repo-external-links.csv,repo-external-links.csv:row 443:url,,
p2-004,339,P2,26,404,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,openclaw.ai,unknown,unknown,missing_domain,needs_manual_review,https://openclaw.ai/,openclaw.ai,1,repo-external-links.csv,repo-external-links.csv:row 240:url,,
p2-004,340,P2,26,408,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,paleorunningmomma.com,unknown,unknown,missing_domain,needs_manual_review,https://www.paleorunningmomma.com/garlic-tuscan-shrimp-paleo-whole30,paleorunningmomma.com,1,repo-external-links.csv,repo-external-links.csv:row 445:url,,
p2-004,341,P2,26,409,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,papertraildesign.com,unknown,unknown,missing_domain,needs_manual_review,https://www.papertraildesign.com/football-water-bottle-labels-free-printable,papertraildesign.com,1,repo-external-links.csv,repo-external-links.csv:row 446:url,,
p2-004,342,P2,26,410,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,participacion.puertodelrosario.org,unknown,unknown,missing_domain,needs_manual_review,https://participacion.puertodelrosario.org/profiles/albaucb/groups,participacion.puertodelrosario.org,1,repo-external-links.csv,repo-external-links.csv:row 243:url,,
p2-004,343,P2,26,412,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,patisserie-okumoto.com,unknown,unknown,missing_domain,needs_manual_review,https://www.patisserie-okumoto.com/hpgen/HPB/entries/1.html?https%3A%2F%2Ffuhrerschein-eu.com%2F=,patisserie-okumoto.com,1,repo-external-links.csv,repo-external-links.csv:row 447:url,,
p2-004,344,P2,26,417,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,peoplespunditdaily.com,unknown,unknown,missing_domain,needs_manual_review,https://www.peoplespunditdaily.com/news/us/2020/03/27/trump-pulls-trigger-on-defense-production-act-to-require-gm-to-make-ventilators,peoplespunditdaily.com,1,repo-external-links.csv,repo-external-links.csv:row 448:url,,
p2-004,345,P2,26,418,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pharmahub.org,unknown,unknown,missing_domain,needs_manual_review,https://pharmahub.org/kb/registration/login2,pharmahub.org,1,repo-external-links.csv,repo-external-links.csv:row 246:url,,
p2-004,346,P2,26,419,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pinkcaddytravelogue.com,unknown,unknown,missing_domain,needs_manual_review,https://www.pinkcaddytravelogue.com/7-day-iceland-itinerary,pinkcaddytravelogue.com,1,repo-external-links.csv,repo-external-links.csv:row 449:url,,
p2-004,347,P2,26,422,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pixel77.com,unknown,unknown,missing_domain,needs_manual_review,https://pixel77.com/fonts-for-posters,pixel77.com,1,repo-external-links.csv,repo-external-links.csv:row 248:url,,
p2-004,348,P2,26,423,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pixel77.com,unknown,unknown,missing_domain,needs_manual_review,https://pixel77.com/typography-rules-technique,pixel77.com,1,repo-external-links.csv,repo-external-links.csv:row 249:url,,
p2-004,349,P2,26,425,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,poppyandgrace.com,unknown,unknown,missing_domain,needs_manual_review,https://poppyandgrace.com/2017/09/raleys-lilo-and-stitch-birthday-luau,poppyandgrace.com,1,repo-external-links.csv,repo-external-links.csv:row 250:url,,
p2-004,350,P2,26,430,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,predictiveanalyticsworld.com,unknown,unknown,missing_domain,needs_manual_review,https://www.predictiveanalyticsworld.com/machinelearningtimes/dont-let-yourself-be-fooled-by-data-drift/13125,predictiveanalyticsworld.com,1,repo-external-links.csv,repo-external-links.csv:row 450:url,,
p2-004,351,P2,26,431,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,premierchess.com,unknown,unknown,missing_domain,needs_manual_review,https://premierchess.com/chess-growth/maythebestplayerwin,premierchess.com,1,repo-external-links.csv,repo-external-links.csv:row 252:url,,
p2-004,352,P2,26,432,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,premierchess.com,unknown,unknown,missing_domain,needs_manual_review,https://premierchess.com/uncategorized/is-chess-a-sport-an-introduction-of-chess-in-and-within-the-sports-world,premierchess.com,1,repo-external-links.csv,repo-external-links.csv:row 253:url,,
p2-004,353,P2,26,433,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,preview.amplethemes.com,unknown,unknown,missing_domain,needs_manual_review,https://preview.amplethemes.com/blog-vlog-pro/2018/12/14/lovely-cat,preview.amplethemes.com,1,repo-external-links.csv,repo-external-links.csv:row 254:url,,
p2-004,354,P2,26,435,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,product.com,unknown,unknown,missing_domain,needs_manual_review,https://product.com/,product.com,1,repo-external-links.csv,repo-external-links.csv:row 256:url,,
p2-004,355,P2,26,437,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,programas.cooperativa.cl,unknown,unknown,missing_domain,needs_manual_review,http://programas.cooperativa.cl/enaccion/2010/09/10/los-reportes-de-sustentabilidad,programas.cooperativa.cl,1,repo-external-links.csv,repo-external-links.csv:row 9:url,,
p2-004,356,P2,26,439,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,proofreadanywhere.com,unknown,unknown,missing_domain,needs_manual_review,https://proofreadanywhere.com/get-paid-to-proofread,proofreadanywhere.com,1,repo-external-links.csv,repo-external-links.csv:row 257:url,,
p2-004,357,P2,26,441,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pt-media.org,unknown,unknown,missing_domain,needs_manual_review,https://pt-media.org/2022/11/02/kuvitteellinen-hakaristi-pahoitti-mielen,pt-media.org,1,repo-external-links.csv,repo-external-links.csv:row 258:url,,
p2-004,358,P2,26,442,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pv-magazine.com,unknown,unknown,missing_domain,needs_manual_review,https://www.pv-magazine.com/2022/01/15/the-weekend-read,pv-magazine.com,1,repo-external-links.csv,repo-external-links.csv:row 454:url,,
p2-004,359,P2,26,445,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,radioink.com,unknown,unknown,missing_domain,needs_manual_review,https://radioink.com/2025/04/14/donald-trump-jr-lara-trump-take-stakes-in-salem-media-group,radioink.com,1,repo-external-links.csv,repo-external-links.csv:row 259:url,,
p2-004,360,P2,26,446,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,rcinet.ca,unknown,unknown,missing_domain,needs_manual_review,https://www.rcinet.ca/bhm-en/2021/02/02/a-variety-of-activities-unveiled-for-black-history-month,rcinet.ca,1,repo-external-links.csv,repo-external-links.csv:row 456:url,,
p2-004,361,P2,26,447,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,rcinet.ca,unknown,unknown,missing_domain,needs_manual_review,https://www.rcinet.ca/rci70-en/2015/02/24/test1,rcinet.ca,1,repo-external-links.csv,repo-external-links.csv:row 457:url,,
p2-004,362,P2,26,448,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,reneeroaming.com,unknown,unknown,missing_domain,needs_manual_review,https://www.reneeroaming.com/kimberley-australia-luxury-expedition-cruise-seabourn,reneeroaming.com,1,repo-external-links.csv,repo-external-links.csv:row 465:url,,
p2-004,363,P2,26,449,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,reneeroaming.com,unknown,unknown,missing_domain,needs_manual_review,https://www.reneeroaming.com/mexico-city-itinerary-the-best-things-to-do-in-4-days,reneeroaming.com,1,repo-external-links.csv,repo-external-links.csv:row 466:url,,
p2-004,364,P2,26,450,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,reneeroaming.com,unknown,unknown,missing_domain,needs_manual_review,https://www.reneeroaming.com/new-england-fall-road-trip,reneeroaming.com,1,repo-external-links.csv,repo-external-links.csv:row 467:url,,
p2-004,365,P2,26,451,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2013/02/barn-card-for-sprout-tv.html,repeatcrafterme.com,1,repo-external-links.csv,repo-external-links.csv:row 468:url,,
p2-004,366,P2,26,452,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,repeatcrafterme.com,1,repo-external-links.csv,repo-external-links.csv:row 469:url,,
p2-004,367,P2,26,453,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,repeatcrafterme.com,1,repo-external-links.csv,repo-external-links.csv:row 470:url,,
p2-004,368,P2,26,454,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,repeatcrafterme.com,1,repo-external-links.csv,repo-external-links.csv:row 471:url,,
p2-004,369,P2,26,456,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ride.guru,unknown,unknown,missing_domain,needs_manual_review,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ride.guru,1,repo-external-links.csv,repo-external-links.csv:row 263:url,,
p2-004,370,P2,26,457,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ru.esosedi.org,unknown,unknown,missing_domain,needs_manual_review,https://ru.esosedi.org/RU/BA/8564043/ust_saldyibash,ru.esosedi.org,1,repo-external-links.csv,repo-external-links.csv:row 264:url,,
p2-004,371,P2,26,459,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,runningwithspoons.com,unknown,unknown,missing_domain,needs_manual_review,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce,runningwithspoons.com,1,repo-external-links.csv,repo-external-links.csv:row 472:url,,
p2-004,372,P2,26,460,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,runningwithspoons.com,unknown,unknown,missing_domain,needs_manual_review,https://www.runningwithspoons.com/flourless-carrot-cake-muffins,runningwithspoons.com,1,repo-external-links.csv,repo-external-links.csv:row 473:url,,
p2-004,373,P2,26,461,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,runpee.com,unknown,unknown,missing_domain,needs_manual_review,https://runpee.com/10-best-math-movies-for-middle-school-students,runpee.com,1,repo-external-links.csv,repo-external-links.csv:row 265:url,,
p2-004,374,P2,26,465,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,scandasia.com,unknown,unknown,missing_domain,needs_manual_review,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects,scandasia.com,1,repo-external-links.csv,repo-external-links.csv:row 267:url,,
p2-004,375,P2,26,468,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,selfloverainbow.com,unknown,unknown,missing_domain,needs_manual_review,https://www.selfloverainbow.com/self-improvement-7-reasons-why-we-struggle,selfloverainbow.com,1,repo-external-links.csv,repo-external-links.csv:row 476:url,,
p2-004,376,P2,26,470,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sharonsantoni.com,unknown,unknown,missing_domain,needs_manual_review,https://sharonsantoni.com/2023/05/making-strawberry-jam-2,sharonsantoni.com,1,repo-external-links.csv,repo-external-links.csv:row 269:url,,
