batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p0-008,1,75,P0,verify_distinct_submit_url_for_existing_domain,https://aiscout.net/submit,aiscout.net,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: URL path looks like a submission endpoint; This operation was aborted; same-domain variant must not use generic approved,,This operation was aborted,yes,review_row:75,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-28T03:56:57.212Z,,,,,,,,,,,,,,,0,,
p0-008,12,536,P0,verify_distinct_submit_url_for_existing_domain,https://www.toolify.ai/submit,toolify.ai,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 403; same-domain variant must not use generic approved,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:536,403,no,https://www.toolify.ai/submit,toolify.ai,0,0,no,yes,yes,no,no,yes,yes,no,no,HTTP 403,2026-05-28T03:57:45.157Z,,,,,,,,,,,,,,,0,,
p0-008,13,539,P0,verify_distinct_submit_url_for_existing_domain,https://topai.tools/submit,topai.tools,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,"payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved",paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:539,200,yes,https://topai.tools/submit,topai.tools,1,1,yes,yes,yes,yes,no,yes,no,yes,no,,2026-05-28T03:57:47.039Z,,,,,,,,,,,,,,,0,,
p0-008,14,250,P0,verify_distinct_submit_url_for_existing_domain,https://findmyaitool.com/submit,findmyaitool.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_duplicate,reject_duplicate,high,,reject_if_registry_url_is_the_same_submission_endpoint,normalized URL duplicates an existing registry submit URL; evidence: normalized URL duplicates registry submit URL; payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved,,normalized URL duplicates an existing registry submit URL,yes,review_row:250,200,yes,https://findmyaitool.com/submit-tool,findmyaitool.com,0,9,yes,yes,yes,yes,no,yes,no,yes,yes,,2026-05-28T03:57:48.397Z,,,,,,,,,,,,,,,0,,
p0-008,15,537,P0,verify_distinct_submit_url_for_existing_domain,https://toolpilot.ai/submit,toolpilot.ai,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,"HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404; same-domain variant must not use generic approved",,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:537,404,no,https://www.toolpilot.ai/submit,toolpilot.ai,4,15,yes,yes,yes,yes,no,yes,no,yes,no,HTTP 404,2026-05-28T03:57:51.523Z,,,,,,,,,,,,,,,0,,
p0-008,16,277,P0,verify_distinct_submit_url_for_existing_domain,https://github.com/,github.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,"same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 5 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:277,200,yes,https://github.com/,github.com,5,14,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-28T03:57:55.276Z,,,,,,,,,,,,,,,0,,
p0-008,17,60,P0,verify_distinct_submit_url_for_existing_domain,https://www.activesearchresults.com/,activesearchresults.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,"same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: login/register signal found; 1 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:60,200,yes,https://www.activesearchresults.com/,activesearchresults.com,1,5,yes,no,yes,yes,no,no,no,no,no,,2026-05-28T03:57:56.800Z,,,,,,,,,,,,,,,0,,
p0-008,18,74,P0,verify_distinct_submit_url_for_existing_domain,https://airtable.com/marketplace,airtable.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: fetch failed; same-domain variant must not use generic approved,,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:74,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T03:57:58.502Z,,,,,,,,,,,,,,,0,,
p0-008,19,86,P0,verify_distinct_submit_url_for_existing_domain,https://alternativeto.net/software/_/add,alternativeto.net,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403; same-domain variant must not use generic approved,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:86,403,no,https://alternativeto.net/software/_/add,alternativeto.net,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-28T03:57:59.019Z,,,,,,,,,,,,,,,0,,
p0-008,20,87,P0,verify_distinct_submit_url_for_existing_domain,https://andyroamer.com/,andyroamer.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_not_submit,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: directory/listing marketplace text signal found; same-domain variant must not use generic approved,,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:87,200,yes,https://andyroamer.com/,andyroamer.com,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-28T03:58:00.305Z,,,,,,,,,,,,,,,0,,
p0-008,21,167,P0,verify_distinct_submit_url_for_existing_domain,https://www.business-software.com/,business-software.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,"same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: login/register signal found; CAPTCHA signal found; 4 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:167,200,yes,https://www.business-software.com/,business-software.com,4,15,yes,no,yes,yes,no,yes,no,no,no,,2026-05-28T03:58:01.606Z,,,,,,,,,,,,,,,0,,
p0-008,22,231,P0,verify_distinct_submit_url_for_existing_domain,https://every-ai.com/,every-ai.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved,,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:231,200,yes,https://every-ai.com/,every-ai.com,0,3,yes,no,yes,yes,no,no,no,no,no,,2026-05-28T03:58:04.610Z,,,,,,,,,,,,,,,0,,
p0-008,23,240,P0,verify_distinct_submit_url_for_existing_domain,https://www.f6s.com/company/create,f6s.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 405; same-domain variant must not use generic approved,,login/register or OAuth signal found,yes,review_row:240,405,no,https://www.f6s.com/company/create,f6s.com,0,0,no,no,no,yes,no,yes,yes,no,no,HTTP 405,2026-05-28T03:58:08.389Z,,,,,,,,,,,,,,,0,,
p0-008,24,260,P0,verify_distinct_submit_url_for_existing_domain,https://fivetaco.com/,fivetaco.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,"same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: login/register signal found; 2 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:260,200,yes,https://fivetaco.com/,fivetaco.com,2,10,yes,no,yes,yes,no,no,no,no,no,,2026-05-28T03:58:09.703Z,,,,,,,,,,,,,,,0,,
p0-008,25,279,P0,verify_distinct_submit_url_for_existing_domain,https://github.com/modelcontextprotocol/registry,github.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,"same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; 3 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:279,200,yes,https://github.com/modelcontextprotocol/registry,github.com,3,11,yes,no,yes,yes,yes,yes,no,yes,no,,2026-05-28T03:58:12.029Z,,,,,,,,,,,,,,,0,,
