batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-recheck-001,1,3,P2,verify_directory_fit_before_any_approval,https://www.2findlocal.com/,2findlocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:3,200,yes,https://www.2findlocal.com/,2findlocal.com,1,6,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:05:15.087Z
p2-recheck-001,20,111,P2,verify_directory_fit_before_any_approval,https://bandcamp.com/,bandcamp.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:111,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:06:19.532Z
p2-recheck-001,21,114,P2,verify_directory_fit_before_any_approval,https://www.behance.net/,behance.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:114,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:06:20.203Z
p2-recheck-001,22,116,P2,verify_directory_fit_before_any_approval,https://betabound.com/,betabound.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:116,200,yes,https://betabound.com/,betabound.com,2,22,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T10:06:30.542Z
p2-recheck-001,23,124,P2,verify_directory_fit_before_any_approval,https://bitbucket.org/,bitbucket.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:124,200,yes,https://bitbucket.org/,bitbucket.org,2,5,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:06:32.137Z
p2-recheck-001,24,125,P2,verify_directory_fit_before_any_approval,https://www.bizcommunity.com/,bizcommunity.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:125,403,no,https://www.bizcommunity.com/,bizcommunity.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:06:38.770Z
p2-recheck-001,25,126,P2,verify_directory_fit_before_any_approval,https://www.bizsugar.com/,bizsugar.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:126,200,yes,https://bizsugar.com/,bizsugar.com,3,3,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:06:39.930Z
p2-recheck-001,26,127,P2,verify_directory_fit_before_any_approval,https://www.blackhatworld.com/,blackhatworld.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:127,403,no,https://www.blackhatworld.com/,blackhatworld.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:06:45.175Z
p2-recheck-001,27,142,P2,verify_directory_fit_before_any_approval,https://www.blogarama.com/,blogarama.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:142,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:06:48.342Z
p2-recheck-001,28,143,P2,verify_directory_fit_before_any_approval,https://www.blogengage.com/,blogengage.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:143,403,no,https://www.blogengage.com/,blogengage.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:06:58.865Z
p2-recheck-001,29,146,P2,verify_directory_fit_before_any_approval,https://www.blogger.com/,blogger.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:146,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:06:59.790Z
p2-recheck-001,30,162,P2,verify_directory_fit_before_any_approval,https://www.brownbook.net/,brownbook.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:162,403,no,https://www.brownbook.net/,brownbook.net,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:07:09.905Z
p2-recheck-001,31,165,P2,verify_directory_fit_before_any_approval,https://buildvoyage.com/,buildvoyage.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:165,200,yes,https://buildvoyage.com/,buildvoyage.com,0,0,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T10:07:12.145Z
p2-recheck-001,32,166,P2,verify_directory_fit_before_any_approval,https://www.buildzoom.com/,buildzoom.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:166,403,no,https://www.buildzoom.com/,buildzoom.com,0,0,no,no,no,no,no,no,yes,no,no,HTTP 403,2026-05-22T10:07:14.478Z
p2-recheck-001,33,169,P2,verify_directory_fit_before_any_approval,https://businesshunt.co/,businesshunt.co,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:169,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:07:16.073Z
p2-recheck-001,34,170,P2,verify_directory_fit_before_any_approval,https://www.buymeacoffee.com/,buymeacoffee.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:170,200,yes,https://buymeacoffee.com/,buymeacoffee.com,0,0,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:07:17.352Z
p2-recheck-001,35,172,P2,verify_directory_fit_before_any_approval,https://www.cabinetm.com/,cabinetm.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; final domain changed to cabinetmsd.my.canva.site,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:172,200,yes,https://cabinetmsd.my.canva.site/,cabinetmsd.my.canva.site,0,0,no,no,no,no,no,yes,no,no,no,,2026-05-22T10:07:19.755Z
p2-recheck-001,36,173,P2,verify_directory_fit_before_any_approval,https://www.calameo.com/,calameo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:173,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:07:22.608Z
p2-recheck-001,37,182,P2,verify_directory_fit_before_any_approval,https://www.chamberofcommerce.com/,chamberofcommerce.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:182,200,yes,https://www.chamberofcommerce.com/,chamberofcommerce.com,3,8,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T10:07:33.123Z
p2-recheck-001,38,188,P2,verify_directory_fit_before_any_approval,https://citysquares.com/,citysquares.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:188,200,yes,https://citysquares.com/,citysquares.com,1,3,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:07:35.038Z
p2-recheck-001,39,191,P2,verify_directory_fit_before_any_approval,https://codepen.io/,codepen.io,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:191,403,no,https://codepen.io/,codepen.io,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:07:36.368Z
p2-recheck-001,40,193,P2,verify_directory_fit_before_any_approval,https://coldemailkit.com/,coldemailkit.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:193,200,yes,https://coldemailkit.com/,coldemailkit.com,2,7,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T10:07:37.123Z
p2-recheck-001,41,199,P2,verify_directory_fit_before_any_approval,https://crevado.com/,crevado.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:199,200,yes,https://crevado.com/,crevado.com,0,0,no,no,yes,yes,no,no,no,no,no,,2026-05-22T10:07:38.549Z
p2-recheck-001,42,201,P2,verify_directory_fit_before_any_approval,https://www.curated.design/,curated.design,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; final domain changed to craftwork.design,,login/register or OAuth signal found,yes,review_row:201,200,yes,https://craftwork.design/curated/websites/,craftwork.design,0,0,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:07:39.842Z
p2-recheck-001,43,202,P2,verify_directory_fit_before_any_approval,https://www.cuspera.com/,cuspera.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:202,200,yes,https://www.cuspera.com/,cuspera.com,0,2,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:07:43.468Z
p2-recheck-001,44,205,P2,verify_directory_fit_before_any_approval,https://www.cylex.us.com/,cylex.us.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:205,403,no,https://www.cylex.us.com/,cylex.us.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:07:44.806Z
p2-recheck-001,45,210,P2,verify_directory_fit_before_any_approval,https://www.diigo.com/,diigo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found,,login/register or OAuth signal found,yes,review_row:210,200,yes,https://www.diigo.com/,diigo.com,0,0,no,no,no,yes,no,no,no,yes,no,,2026-05-22T10:07:46.100Z
p2-recheck-001,46,216,P2,verify_directory_fit_before_any_approval,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_possible_submit_form,needs_manual_check,medium,approved,manual_confirm_public_free_submit_form_before_approval,"form, submit signal, and directory/listing signal found; evidence: 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; if manually confirmed, use approved with reviewer notes",,"form, submit signal, and directory/listing signal found",yes,review_row:216,200,yes,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,1,2,yes,no,yes,no,no,no,no,no,no,,2026-05-22T10:07:47.553Z
p2-recheck-001,47,217,P2,verify_directory_fit_before_any_approval,https://disqus.com/,disqus.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:217,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:07:48.925Z
