batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p0-012,11,78,P0,verify_submit_form_then_approve_or_reject,https://aitools.love/submit,aitools.love,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:78,200,yes,https://aitools.love/submit,aitools.love,0,0,no,yes,yes,no,no,yes,yes,no,no,,2026-05-28T04:27:10.883Z,,,,,,,,,,,,,,,0,,
p0-012,12,81,P0,verify_submit_form_then_approve_or_reject,https://www.aitrendytools.com/submit,aitrendytools.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:81,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:27:13.789Z,,,,,,,,,,,,,,,0,,
p0-012,13,115,P0,verify_submit_form_then_approve_or_reject,https://bestofweb.io/submit,bestofweb.io,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:115,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:27:14.832Z,,,,,,,,,,,,,,,0,,
p0-012,14,274,P0,verify_submit_form_then_approve_or_reject,https://getbyte.co/submit,getbyte.co,,approved | reject_not_submit | reject_paid | reject_auth_required,review_manually,needs_manual_check,low,,manual_confirm_submit_form_and_blockers,submit URL/button signal found but evidence is incomplete; evidence: URL path looks like a submission endpoint,,submit URL/button signal found but evidence is incomplete,yes,review_row:274,200,yes,https://getbyte.co/submit,getbyte.co,0,0,no,yes,no,no,no,no,no,no,no,,2026-05-28T04:27:15.254Z,,,,,,,,,,,,,,,0,,
p0-012,15,332,P0,verify_submit_form_then_approve_or_reject,https://launchvault.com/submit,launchvault.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:332,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:27:19.710Z,,,,,,,,,,,,,,,0,,
p0-012,16,388,P0,verify_submit_form_then_approve_or_reject,https://newtools.site/submit,newtools.site,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,"payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:388,200,yes,https://newtools.site/submit,newtools.site,1,6,yes,yes,yes,yes,no,yes,yes,yes,no,,2026-05-28T04:27:20.641Z,,,,,,,,,,,,,,,0,,
p0-012,17,390,P0,verify_submit_form_then_approve_or_reject,https://www.nocode.mba/tools/submit,nocode.mba,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:390,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:27:22.289Z,,,,,,,,,,,,,,,0,,
p0-012,18,392,P0,verify_submit_form_then_approve_or_reject,https://www.nocodedevs.com/submit,nocodedevs.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found; final domain changed to makerthrive.com,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:392,200,yes,https://www.makerthrive.com/,makerthrive.com,0,0,no,no,yes,no,no,yes,yes,no,no,,2026-05-28T04:27:32.914Z,,,,,,,,,,,,,,,0,,
p0-012,19,393,P0,verify_submit_form_then_approve_or_reject,https://www.nocodefinder.com/submit,nocodefinder.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:393,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:27:36.390Z,,,,,,,,,,,,,,,0,,
p0-012,20,395,P0,verify_submit_form_then_approve_or_reject,https://nocodelist.co/submit,nocodelist.co,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; URL path looks like a submission endpoint,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:395,200,yes,https://nocodelist.co/submit,nocodelist.co,0,0,no,yes,no,no,no,yes,no,no,no,,2026-05-28T04:27:47.012Z,,,,,,,,,,,,,,,0,,
p0-012,21,406,P0,verify_submit_form_then_approve_or_reject,https://openhunts.com/submit,openhunts.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:406,404,no,https://openhunts.com/submit,openhunts.com,0,0,yes,yes,yes,no,no,yes,yes,yes,no,HTTP 404,2026-05-28T04:27:52.398Z,,,,,,,,,,,,,,,0,,
p0-012,22,415,P0,verify_submit_form_then_approve_or_reject,https://peerpush.net/submit,peerpush.net,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:415,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T04:27:56.156Z,,,,,,,,,,,,,,,0,,
p0-012,23,483,P0,verify_submit_form_then_approve_or_reject,https://slashdot.org/submission,slashdot.org,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 3 form(s), 13 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint",,login/register or OAuth signal found,yes,review_row:483,200,yes,https://slashdot.org/submission,slashdot.org,3,13,yes,yes,no,yes,no,yes,no,no,no,,2026-05-28T04:27:57.340Z,,,,,,,,,,,,,,,0,,
p0-012,24,525,P0,verify_submit_form_then_approve_or_reject,https://theaisurf.com/submit,theaisurf.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,"payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 8 form(s), 65 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:525,200,yes,https://theaisurf.com/listing/submit-al/,theaisurf.com,8,65,yes,yes,yes,yes,no,yes,yes,yes,no,,2026-05-28T04:27:59.409Z,,,,,,,,,,,,,,,0,,
p0-012,25,531,P0,verify_submit_form_then_approve_or_reject,https://tinylaunch.com/submit,tinylaunch.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:531,200,yes,https://www.tinylaunch.com/login?returnTo=%2Fsubmit,tinylaunch.com,1,1,yes,yes,yes,yes,no,yes,no,no,no,,2026-05-28T04:28:05.621Z,,,,,,,,,,,,,,,0,,
