batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-recheck-003,95,P2,26,147,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; host/path (blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15) looks like a blog/news content page, not a directory; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,blogs.city.ac.uk,unknown,unknown,missing_domain,needs_manual_review,https://blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15,blogs.city.ac.uk,1,resources/backlink-resources.json,resources/backlink-resources.json:796,,
p2-recheck-003,106,P2,26,158,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,blogs.uww.edu,unknown,unknown,missing_domain,needs_manual_review,https://blogs.uww.edu/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules,blogs.uww.edu,1,resources/backlink-resources.json,resources/backlink-resources.json:1500,,
p2-recheck-003,107,P2,26,159,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; CAPTCHA signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,blogs.zeiss.com,unknown,unknown,missing_domain,needs_manual_review,https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter,blogs.zeiss.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1555,,
p2-recheck-003,108,P2,26,160,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/profil_msg_inexistant.php) looks like a source article, profile, forum, comment, or issue page; evidence: fetch failed",read_only_evidence,,bordeaux.onvasortir.com,unknown,unknown,missing_domain,needs_manual_review,https://bordeaux.onvasortir.com/profil_msg_inexistant.php,bordeaux.onvasortir.com,1,resources/backlink-resources.json,resources/backlink-resources.json:26,,
p2-recheck-003,109,P2,26,161,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,brownbagteacher.com,unknown,unknown,missing_domain,needs_manual_review,https://brownbagteacher.com/what-im-reading,brownbagteacher.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1434,,
p2-recheck-003,110,P2,26,163,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,browneyedbaker.com,unknown,unknown,missing_domain,needs_manual_review,https://www.browneyedbaker.com/how-to-make-pate-a-choux-fill-eclairs-and-cream-puffs,browneyedbaker.com,1,resources/backlink-resources.json,resources/backlink-resources.json:389,,
p2-recheck-003,111,P2,26,164,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/show_bug.cgi) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found",read_only_evidence,,bugs.documentfoundation.org,unknown,unknown,missing_domain,needs_manual_review,https://bugs.documentfoundation.org/show_bug.cgi?id=162681,bugs.documentfoundation.org,1,resources/backlink-resources.json,resources/backlink-resources.json:48,,
p2-recheck-003,112,P2,26,174,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/forum/member.php) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; 4 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found",read_only_evidence,,calaos.fr,unknown,unknown,missing_domain,needs_manual_review,https://calaos.fr/forum/member.php?action=profile&uid=7732,calaos.fr,1,resources/backlink-resources.json,resources/backlink-resources.json:1764,,
p2-recheck-003,113,P2,26,175,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2022/01/06/blueberry-walnut-overnight-oatmeal) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found",read_only_evidence,,cantstayoutofthekitchen.com,unknown,unknown,missing_domain,needs_manual_review,https://cantstayoutofthekitchen.com/2022/01/06/blueberry-walnut-overnight-oatmeal,cantstayoutofthekitchen.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1731,,
p2-recheck-003,114,P2,26,177,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,capturebilling.com,unknown,unknown,missing_domain,needs_manual_review,https://capturebilling.com/new-quality-aca-reporting-standards,capturebilling.com,1,resources/backlink-resources.json,resources/backlink-resources.json:719,,
p2-recheck-003,115,P2,26,178,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,career.tu-sofia.bg,unknown,unknown,missing_domain,needs_manual_review,https://career.tu-sofia.bg/employer/geometry-dash-subzero,career.tu-sofia.bg,1,resources/backlink-resources.json,resources/backlink-resources.json:587,,
p2-recheck-003,116,P2,26,179,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cartoonresearch.com,unknown,unknown,missing_domain,needs_manual_review,https://cartoonresearch.com/index.php/forgotten-anime-57-kirara-2000,cartoonresearch.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1632,,
p2-recheck-003,117,P2,26,180,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 25 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,certifiedpastryaficionado.com,unknown,unknown,missing_domain,needs_manual_review,https://www.certifiedpastryaficionado.com/churro-waffles,certifiedpastryaficionado.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2369,,
p2-recheck-003,118,P2,26,181,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 25 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,certifiedpastryaficionado.com,unknown,unknown,missing_domain,needs_manual_review,https://www.certifiedpastryaficionado.com/nutella-cream-pie,certifiedpastryaficionado.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1423,,
p2-recheck-003,119,P2,26,183,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/discussions/threads/quordle-to-quorle) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found",read_only_evidence,,chandigarhcity.com,unknown,unknown,missing_domain,needs_manual_review,https://www.chandigarhcity.com/discussions/threads/quordle-to-quorle,chandigarhcity.com,1,resources/backlink-resources.json,resources/backlink-resources.json:345,,
p2-recheck-003,120,P2,26,184,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 5 form(s), 42 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,chayagrossberg.com,unknown,unknown,missing_domain,needs_manual_review,https://chayagrossberg.com/diagnosis-versus-you,chayagrossberg.com,1,resources/backlink-resources.json,resources/backlink-resources.json:664,,
p2-recheck-003,121,P2,26,185,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 5 form(s), 42 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,chayagrossberg.com,unknown,unknown,missing_domain,needs_manual_review,https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent,chayagrossberg.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1621,,
p2-recheck-003,122,P2,26,186,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 21 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,chhs.news.niu.edu,unknown,unknown,missing_domain,needs_manual_review,https://chhs.news.niu.edu/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students,chhs.news.niu.edu,1,resources/backlink-resources.json,resources/backlink-resources.json:70,,
p2-recheck-003,123,P2,26,187,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cinescopia.com,unknown,unknown,missing_domain,needs_manual_review,https://cinescopia.com/las-10-mejores-peliculas-de-casey-affleck/2024/08,cinescopia.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1247,,
p2-recheck-003,124,P2,26,189,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 4 input/select/textarea fields; directory/listing marketplace text signal found; final domain changed to claude.com",read_only_evidence,,claude.ai,unknown,unknown,missing_domain,needs_manual_review,https://claude.ai/code,claude.ai,1,docs/guide.md,docs/guide.md:17,,
p2-recheck-003,125,P2,26,190,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 4 input/select/textarea fields; directory/listing marketplace text signal found; final domain changed to claude.com",read_only_evidence,,claude.ai,unknown,unknown,missing_domain,needs_manual_review,https://claude.ai/code)%EF%BC%8C%E4%BD%A0%E4%B8%8D%E9%9C%80%E8%A6%81%E7%9C%8B%E4%BB%BB%E4%BD%95%E5%85%B6%E4%BB%96%E6%96%87%E6%A1%A3%E3%80%82Clone,claude.ai,1,docs/tutorial.md,docs/tutorial.md:5,,
p2-recheck-003,126,P2,26,194,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,community.ops.io,unknown,unknown,missing_domain,needs_manual_review,https://community.ops.io/albacube_d9724d5112893f8a,community.ops.io,1,resources/backlink-resources.json,resources/backlink-resources.json:994,,
p2-recheck-003,127,P2,26,195,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/tips/make-brownies-shiny-crackly-crust) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403",read_only_evidence,,completelydelicious.com,unknown,unknown,missing_domain,needs_manual_review,https://www.completelydelicious.com/tips/make-brownies-shiny-crackly-crust,completelydelicious.com,1,resources/backlink-resources.json,resources/backlink-resources.json:411,,
p2-recheck-003,128,P2,26,196,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2024/08/back-to-school-my-kids-favorite.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,cornbeanspigskids.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cornbeanspigskids.com/2024/08/back-to-school-my-kids-favorite.html,cornbeanspigskids.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2292,,
p2-recheck-003,129,P2,26,197,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2017/08/watercolor-lessons-and-free-printable.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,craftberrybush.com,unknown,unknown,missing_domain,needs_manual_review,https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html,craftberrybush.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2215,,
p2-recheck-003,130,P2,26,198,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,craftberrybush.com,unknown,unknown,missing_domain,needs_manual_review,https://www.craftberrybush.com/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html,craftberrybush.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1126,,
p2-recheck-003,131,P2,26,207,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,demilked.com,unknown,unknown,missing_domain,needs_manual_review,https://www.demilked.com/just-a-girl,demilked.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1401,,
p2-recheck-003,132,P2,26,209,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 3 form(s), 12 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,digitalwellbeing.org,unknown,unknown,missing_domain,needs_manual_review,https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support,digitalwellbeing.org,1,resources/backlink-resources.json,resources/backlink-resources.json:1907,,
p2-recheck-003,133,P2,26,211,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2017/12/05/nigels-fruitcake) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,dinnerwithjulie.com,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/2017/12/05/nigels-fruitcake,dinnerwithjulie.com,1,resources/backlink-resources.json,resources/backlink-resources.json:708,,
p2-recheck-003,134,P2,26,212,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2019/12/23/kaiserschmarrn-torn-shredded-pancake) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,dinnerwithjulie.com,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake,dinnerwithjulie.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1467,,
p2-recheck-003,135,P2,26,213,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2021/11/03/plant-based-deep-n-delicious-chocolate-cake) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,dinnerwithjulie.com,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake,dinnerwithjulie.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1115,,
