batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p0-011,12,P0,187,78,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,aitools.love,unknown,unknown,missing_domain,review_submit_url,https://aitools.love/submit,aitools.love,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 24:url; directory-submissions-external-links.md:26,,,,,,,,,,,,,,,,,0,,
p0-011,13,P0,187,81,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,aitrendytools.com,unknown,unknown,missing_domain,review_submit_url,https://www.aitrendytools.com/submit,aitrendytools.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 145:url; directory-submissions-external-links.md:147,,,,,,,,,,,,,,,,,0,,
p0-011,14,P0,187,115,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,bestofweb.io,unknown,unknown,missing_domain,review_submit_url,https://bestofweb.io/submit,bestofweb.io,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 36:url; directory-submissions-external-links.md:38,,,,,,,,,,,,,,,,,0,,
p0-011,15,P0,187,220,reject_paid,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,"drafted from read-only evidence suggestion; confidence: high; payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",read_only_evidence,,dofollow.tools,paid,unknown,missing_domain,review_submit_url,https://dofollow.tools/submit,dofollow.tools,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 52:url; directory-submissions-external-links.md:54,,,,,,,,,,,,,,,,,0,,
p0-011,16,P0,187,252,reject_not_submit,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404,read_only_evidence,,firsto.co,unknown,unknown,missing_domain,review_submit_url,https://firsto.co/submit,firsto.co,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 60:url; directory-submissions-external-links.md:62,,,,,,,,,,,,,,,,,0,,
p0-011,17,P0,187,274,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,getbyte.co,unknown,unknown,missing_domain,review_submit_url,https://getbyte.co/submit,getbyte.co,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 64:url; directory-submissions-external-links.md:66,,,,,,,,,,,,,,,,,0,,
p0-011,18,P0,187,292,reject_auth_required,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",read_only_evidence,,goodaitools.com,unknown,unknown,missing_domain,review_submit_url,https://goodaitools.com/submit,goodaitools.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 70:url; directory-submissions-external-links.md:72,,,,,,,,,,,,,,,,,0,,
p0-011,19,P0,187,294,reject_auth_required,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 403,read_only_evidence,,grabon.in,unknown,unknown,missing_domain,review_submit_url,https://www.grabon.in/indulge/ai-tools/submit,grabon.in,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 189:url; directory-submissions-external-links.md:191,,,,,,,,,,,,,,,,,0,,
p0-011,20,P0,187,332,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,launchvault.com,unknown,unknown,missing_domain,review_submit_url,https://launchvault.com/submit,launchvault.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 83:url; directory-submissions-external-links.md:85,,,,,,,,,,,,,,,,,0,,
p0-011,21,P0,187,341,reject_not_submit,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; URL path looks like a submission endpoint; HTTP 404,read_only_evidence,,logicballs.com,unknown,unknown,missing_domain,review_submit_url,https://logicballs.com/submit,logicballs.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 84:url; directory-submissions-external-links.md:86,,,,,,,,,,,,,,,,,0,,
p0-011,22,P0,187,388,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,newtools.site,unknown,unknown,missing_domain,review_submit_url,https://newtools.site/submit,newtools.site,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 92:url; directory-submissions-external-links.md:94,,,,,,,,,,,,,,,,,0,,
p0-011,23,P0,187,390,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,nocode.mba,unknown,unknown,missing_domain,review_submit_url,https://www.nocode.mba/tools/submit,nocode.mba,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 216:url; directory-submissions-external-links.md:218,,,,,,,,,,,,,,,,,0,,
p0-011,24,P0,187,391,reject_not_submit,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,"drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; 3 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404",read_only_evidence,,nocode.tech,unknown,unknown,missing_domain,review_submit_url,https://www.nocode.tech/submit,nocode.tech,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 217:url; directory-submissions-external-links.md:219,,,,,,,,,,,,,,,,,0,,
p0-011,25,P0,187,392,,approved | reject_not_submit | reject_paid | reject_auth_required,verify_submit_form_then_approve_or_reject,verify_submit_form_before_approval,,,,nocodedevs.com,unknown,unknown,missing_domain,review_submit_url,https://www.nocodedevs.com/submit,nocodedevs.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 218:url; directory-submissions-external-links.md:220,,,,,,,,,,,,,,,,,0,,
