batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p2-recheck-001,11,84,verify_directory_fit_before_any_approval,https://alltop.com/,alltop.com,200,yes,https://www.alltop.com/,alltop.com,no,text/html; charset=utf-8,"Top News by Topic, Curated by AI at Alltop",0,0,no,no,yes,yes,no,yes,yes,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T10:05:53.742Z
p2-recheck-001,12,85,verify_directory_fit_before_any_approval,https://alphadigits.com/,alphadigits.com,200,yes,https://alphadigits.com/,alphadigits.com,no,text/html; charset=UTF-8,"AlphaDigits - Android, iPad, iPhone App Reviews",1,3,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:05:57.139Z
p2-recheck-001,13,94,verify_directory_fit_before_any_approval,https://api.slack.com/apps,api.slack.com,200,yes,https://api.slack.com/apps,api.slack.com,no,text/html; charset=utf-8,Slack API: Applications | Slack,0,0,no,no,yes,yes,no,yes,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,2026-05-22T10:05:59.924Z
p2-recheck-001,14,95,verify_directory_fit_before_any_approval,https://apitracker.io/mcp-servers,apitracker.io,403,no,https://apitracker.io/mcp-servers,apitracker.io,no,text/html; charset=utf-8,403: Forbidden,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-22T10:06:00.868Z
p2-recheck-001,15,96,verify_directory_fit_before_any_approval,https://www.apsense.com/,apsense.com,200,yes,https://www.apsense.com/,apsense.com,no,text/html; charset=UTF-8,APSense: The All-in-One Digital Marketing Hub,1,4,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 1 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:01.588Z
p2-recheck-001,16,99,verify_directory_fit_before_any_approval,https://www.articlesbase.com/,articlesbase.com,200,yes,https://articlesbase.com/,articlesbase.com,no,text/html; charset=UTF-8,ArticlesBase,5,15,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:03.102Z
p2-recheck-001,17,100,verify_directory_fit_before_any_approval,https://www.artstation.com/,artstation.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:06:05.764Z
p2-recheck-001,18,101,verify_directory_fit_before_any_approval,https://www.athlinks.com/,athlinks.com,200,yes,https://www.athlinks.com/,athlinks.com,no,text/html; charset=UTF-8,Athlinks,0,0,no,no,no,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found,,2026-05-22T10:06:16.267Z
p2-recheck-001,19,105,verify_directory_fit_before_any_approval,https://bai.tools/,bai.tools,200,yes,https://bai.tools/,bai.tools,no,text/html; charset=utf-8,Best AI Tools Directory - BAI.tools,1,2,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:18.365Z
p2-recheck-001,20,111,verify_directory_fit_before_any_approval,https://bandcamp.com/,bandcamp.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:06:19.532Z
p2-recheck-001,21,114,verify_directory_fit_before_any_approval,https://www.behance.net/,behance.net,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:06:20.203Z
p2-recheck-001,22,116,verify_directory_fit_before_any_approval,https://betabound.com/,betabound.com,200,yes,https://betabound.com/,betabound.com,no,text/html; charset=UTF-8,"Betabound - We collect, organize, and offer great testing opportunities.",2,22,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 2 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:30.542Z
p2-recheck-001,23,124,verify_directory_fit_before_any_approval,https://bitbucket.org/,bitbucket.org,200,yes,https://bitbucket.org/,bitbucket.org,no,text/html;charset=UTF-8,Bitbucket | Git solution for teams using Jira,2,5,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:32.137Z
p2-recheck-001,24,125,verify_directory_fit_before_any_approval,https://www.bizcommunity.com/,bizcommunity.com,403,no,https://www.bizcommunity.com/,bizcommunity.com,no,text/html; charset=UTF-8,Attention Required! | Cloudflare,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:06:38.770Z
p2-recheck-001,25,126,verify_directory_fit_before_any_approval,https://www.bizsugar.com/,bizsugar.com,200,yes,https://bizsugar.com/,bizsugar.com,no,text/html; charset=UTF-8,BizSugar - Small Business News and Advice,3,3,yes,no,yes,no,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:39.930Z
p2-recheck-001,26,127,verify_directory_fit_before_any_approval,https://www.blackhatworld.com/,blackhatworld.com,403,no,https://www.blackhatworld.com/,blackhatworld.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:06:45.175Z
p2-recheck-001,27,142,verify_directory_fit_before_any_approval,https://www.blogarama.com/,blogarama.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:06:48.342Z
p2-recheck-001,28,143,verify_directory_fit_before_any_approval,https://www.blogengage.com/,blogengage.com,403,no,https://www.blogengage.com/,blogengage.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:06:58.865Z
p2-recheck-001,29,146,verify_directory_fit_before_any_approval,https://www.blogger.com/,blogger.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:06:59.790Z
p2-recheck-001,30,162,verify_directory_fit_before_any_approval,https://www.brownbook.net/,brownbook.net,403,no,https://www.brownbook.net/,brownbook.net,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:07:09.905Z
p2-recheck-001,31,165,verify_directory_fit_before_any_approval,https://buildvoyage.com/,buildvoyage.com,200,yes,https://buildvoyage.com/,buildvoyage.com,no,text/html; charset=UTF-8,BuildVoyage — Discover and track real micro‑SaaS journeys,0,0,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-22T10:07:12.145Z
p2-recheck-001,32,166,verify_directory_fit_before_any_approval,https://www.buildzoom.com/,buildzoom.com,403,no,https://www.buildzoom.com/,buildzoom.com,no,text/html; charset=UTF-8,BuildZoom is unavailable in your region,0,0,no,no,no,no,no,no,yes,no,no,review_fetch_failed,Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:07:14.478Z
p2-recheck-001,33,169,verify_directory_fit_before_any_approval,https://businesshunt.co/,businesshunt.co,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:07:16.073Z
p2-recheck-001,34,170,verify_directory_fit_before_any_approval,https://www.buymeacoffee.com/,buymeacoffee.com,200,yes,https://buymeacoffee.com/,buymeacoffee.com,no,text/html,Buy Me a Coffee,0,0,yes,no,yes,yes,no,no,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-22T10:07:17.352Z
p2-recheck-001,35,172,verify_directory_fit_before_any_approval,https://www.cabinetm.com/,cabinetm.com,200,yes,https://cabinetmsd.my.canva.site/,cabinetmsd.my.canva.site,yes,text/html,Landing page,0,0,no,no,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found; final domain changed to cabinetmsd.my.canva.site,,2026-05-22T10:07:19.755Z
p2-recheck-001,36,173,verify_directory_fit_before_any_approval,https://www.calameo.com/,calameo.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:07:22.608Z
p2-recheck-001,37,182,verify_directory_fit_before_any_approval,https://www.chamberofcommerce.com/,chamberofcommerce.com,200,yes,https://www.chamberofcommerce.com/,chamberofcommerce.com,no,text/html; charset=UTF-8,Chamber of Commerce - The Online Business Community,3,8,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:07:33.123Z
p2-recheck-001,38,188,verify_directory_fit_before_any_approval,https://citysquares.com/,citysquares.com,200,yes,https://citysquares.com/,citysquares.com,no,text/html; charset=utf-8,Local City Guide | CitySquares,1,3,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:07:35.038Z
p2-recheck-001,39,191,verify_directory_fit_before_any_approval,https://codepen.io/,codepen.io,403,no,https://codepen.io/,codepen.io,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:07:36.368Z
p2-recheck-001,40,193,verify_directory_fit_before_any_approval,https://coldemailkit.com/,coldemailkit.com,200,yes,https://coldemailkit.com/,coldemailkit.com,no,text/html; charset=utf-8,Best Cold Email Tools &amp; Software Database (2026) | ColdEmailKit,2,7,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:07:37.123Z
p2-recheck-001,41,199,verify_directory_fit_before_any_approval,https://crevado.com/,crevado.com,200,yes,https://crevado.com/,crevado.com,no,text/html; charset=utf-8,Crevado | Create a Free Online Portfolio Website,0,0,no,no,yes,yes,no,no,no,no,no,reject_auth_required,login/register signal found; directory/listing marketplace text signal found,,2026-05-22T10:07:38.549Z
p2-recheck-001,42,201,verify_directory_fit_before_any_approval,https://www.curated.design/,curated.design,200,yes,https://craftwork.design/curated/websites/,craftwork.design,yes,text/html; charset=utf-8,Curated Inspiration,0,0,yes,no,yes,yes,no,no,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; final domain changed to craftwork.design,,2026-05-22T10:07:39.842Z
p2-recheck-001,43,202,verify_directory_fit_before_any_approval,https://www.cuspera.com/,cuspera.com,200,yes,https://www.cuspera.com/,cuspera.com,no,text/html;charset=UTF-8,Cuspera : Right Software solutions for your Business Needs,0,2,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-22T10:07:43.468Z
p2-recheck-001,44,205,verify_directory_fit_before_any_approval,https://www.cylex.us.com/,cylex.us.com,403,no,https://www.cylex.us.com/,cylex.us.com,no,text/html; charset=UTF-8,Attention Required! | Cloudflare,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:07:44.806Z
p2-recheck-001,45,210,verify_directory_fit_before_any_approval,https://www.diigo.com/,diigo.com,200,yes,https://www.diigo.com/,diigo.com,no,text/html; charset=UTF-8,"Diigo - Better reading and research with annotation, highlighter, sticky notes, archiving, bookmarking & more.",0,0,no,no,no,yes,no,no,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found,,2026-05-22T10:07:46.100Z
p2-recheck-001,46,216,verify_directory_fit_before_any_approval,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,200,yes,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,no,text/html,Web Directory - Ldmstudio,1,2,yes,no,yes,no,no,no,no,no,no,review_possible_submit_form,"1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:07:47.553Z
p2-recheck-001,47,217,verify_directory_fit_before_any_approval,https://disqus.com/,disqus.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:07:48.925Z
p2-recheck-001,48,223,verify_directory_fit_before_any_approval,https://www.ebay.com/,ebay.com,200,yes,https://www.ebay.com/,ebay.com,no,text/html; charset=utf-8,电子产品、汽车、时尚、收藏品、优惠券及更多 | eBay,1,7,yes,no,no,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T10:07:59.077Z
p2-recheck-001,49,224,verify_directory_fit_before_any_approval,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,200,yes,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,no,text/html; charset=utf-8,HubSpot Marketplace,0,0,no,no,yes,no,no,no,yes,no,no,reject_auth_required,Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T10:08:00.647Z
p2-recheck-001,50,226,verify_directory_fit_before_any_approval,https://elocal.com/,elocal.com,200,yes,https://elocal.com/,elocal.com,no,text/html; charset=utf-8,eLocal | Leaders in Pay-Per-Call,1,3,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:08:02.031Z
p2-recheck-001,51,227,verify_directory_fit_before_any_approval,https://www.etsy.com/,etsy.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:08:03.243Z
p2-recheck-001,52,228,verify_directory_fit_before_any_approval,https://www.eu-business.com/,eu-business.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:08:13.755Z
p2-recheck-001,53,229,verify_directory_fit_before_any_approval,https://evensi.com/,evensi.com,200,yes,https://discover.events.com/,discover.events.com,yes,text/html; charset=UTF-8,Events.com - Events near me,0,0,no,no,no,yes,no,no,no,no,no,reject_auth_required,login/register signal found; final domain changed to discover.events.com,,2026-05-22T10:08:14.974Z
p2-recheck-001,54,230,verify_directory_fit_before_any_approval,https://evernote.com/,evernote.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:08:17.900Z
p2-recheck-001,55,238,verify_directory_fit_before_any_approval,https://ezinearticles.com/,ezinearticles.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:08:28.431Z
p2-recheck-001,56,239,verify_directory_fit_before_any_approval,https://www.ezlocal.com/,ezlocal.com,403,no,https://www.ezlocal.com/,ezlocal.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:08:31.297Z
p2-recheck-001,57,247,verify_directory_fit_before_any_approval,https://www.feedough.com/,feedough.com,200,yes,https://www.feedough.com/,feedough.com,no,text/html; charset=UTF-8,Feedough - Free AI Tools &amp; AI Guide,4,11,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:08:32.562Z
p2-recheck-001,58,248,verify_directory_fit_before_any_approval,https://www.feedspot.com/,feedspot.com,403,no,https://www.feedspot.com/,feedspot.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:08:34.575Z
p2-recheck-001,59,251,verify_directory_fit_before_any_approval,https://www.finduslocal.com/,finduslocal.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:08:37.118Z
p2-recheck-001,60,261,verify_directory_fit_before_any_approval,https://www.flickr.com/,flickr.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:08:47.629Z
p2-recheck-001,61,263,verify_directory_fit_before_any_approval,https://www.folkd.com/,folkd.com,403,no,https://www.folkd.com/,folkd.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:08:58.152Z
p2-recheck-001,62,267,verify_directory_fit_before_any_approval,https://forums.digitalpoint.com/,forums.digitalpoint.com,200,yes,https://forums.digitalpoint.com/,forums.digitalpoint.com,no,text/html; charset=UTF-8,Online Internet Marketing & Search Engine Optimization Forum,2,16,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:08:59.845Z
p2-recheck-001,63,269,verify_directory_fit_before_any_approval,https://www.freeindex.co.uk/,freeindex.co.uk,200,yes,https://www.freeindex.co.uk/,freeindex.co.uk,no,text/html,FreeIndex | Free UK Business Review Index,0,3,no,no,no,yes,no,no,no,no,no,reject_auth_required,login/register signal found,,2026-05-22T10:09:02.611Z
p2-recheck-001,64,275,verify_directory_fit_before_any_approval,https://ghost.org/,ghost.org,200,yes,https://ghost.org/,ghost.org,no,text/html; charset=UTF-8,Ghost: The best open source blog & newsletter platform,0,0,yes,no,yes,yes,no,no,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-22T10:09:04.094Z
p2-recheck-001,65,286,verify_directory_fit_before_any_approval,https://gitlab.com/,gitlab.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:09:05.448Z
p2-recheck-001,66,288,verify_directory_fit_before_any_approval,https://glama.ai/mcp/servers,glama.ai,200,yes,https://glama.ai/mcp/servers,glama.ai,no,text/html; charset=utf-8,"Open-Source MCP Servers – 23,968 in the Glama Registry | Glama",0,1,no,no,yes,no,no,no,no,yes,no,reject_paid,payment/pricing signal found; directory/listing marketplace text signal found,,2026-05-22T10:09:16.752Z
p2-recheck-001,67,293,verify_directory_fit_before_any_approval,https://gptforge.net/,gptforge.net,200,yes,https://gptforge.net/,gptforge.net,no,text/html,GptForge.net - Build Anything with Generative AI,0,0,no,no,no,no,no,no,yes,no,no,reject_auth_required,Cloudflare/human verification signal found,,2026-05-22T10:09:18.087Z
p2-recheck-001,68,295,verify_directory_fit_before_any_approval,https://gravatar.com/,gravatar.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:09:19.294Z
p2-recheck-001,69,297,verify_directory_fit_before_any_approval,https://growthhackers.com/,growthhackers.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:09:29.811Z
p2-recheck-001,70,298,verify_directory_fit_before_any_approval,https://gust.com/,gust.com,403,no,https://gust.com/,gust.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:09:40.334Z
p2-recheck-001,71,303,verify_directory_fit_before_any_approval,https://www.hg.org/,hg.org,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:09:41.944Z
p2-recheck-001,72,305,verify_directory_fit_before_any_approval,https://www.hotfrog.com/,hotfrog.com,403,no,https://www.hotfrog.com/,hotfrog.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:09:43.272Z
p2-recheck-001,73,306,verify_directory_fit_before_any_approval,https://www.houzz.com/,houzz.com,403,no,https://www.houzz.com/,houzz.com,no,text/html,Houzz - Access Restricted,0,0,no,no,no,yes,no,yes,no,no,no,review_fetch_failed,login/register signal found; CAPTCHA signal found; HTTP 403,HTTP 403,2026-05-22T10:09:44.375Z
p2-recheck-001,74,307,verify_directory_fit_before_any_approval,https://hubpages.com/,hubpages.com,403,no,https://discover.hubpages.com/,discover.hubpages.com,yes,text/html;charset=utf-8,hubpages.com,0,0,no,no,no,no,no,yes,no,no,no,review_fetch_failed,CAPTCHA signal found; final domain changed to discover.hubpages.com; HTTP 403,HTTP 403,2026-05-22T10:09:45.428Z
