batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p2-007,12,P2,37,114,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,behance.net,unknown,unknown,missing_domain,needs_manual_review,https://www.behance.net/,behance.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 152:url; directory-submissions-external-links.md:154,,,,,,,,,,,,,,,,,0,,
p2-007,13,P2,37,125,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bizcommunity.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bizcommunity.com/,bizcommunity.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 154:url; directory-submissions-external-links.md:156,,,,,,,,,,,,,,,,,0,,
p2-007,14,P2,37,126,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bizsugar.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bizsugar.com/,bizsugar.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 155:url; directory-submissions-external-links.md:157,,,,,,,,,,,,,,,,,0,,
p2-007,15,P2,37,142,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogarama.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogarama.com/,blogarama.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 157:url; directory-submissions-external-links.md:159,,,,,,,,,,,,,,,,,0,,
p2-007,16,P2,37,146,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogger.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogger.com/,blogger.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 159:url; directory-submissions-external-links.md:161,,,,,,,,,,,,,,,,,0,,
p2-007,17,P2,37,169,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,businesshunt.co,unknown,unknown,missing_domain,needs_manual_review,https://businesshunt.co/,businesshunt.co,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 42:url; directory-submissions-external-links.md:44,,,,,,,,,,,,,,,,,0,,
p2-007,18,P2,37,172,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cabinetm.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cabinetm.com/,cabinetm.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 164:url; directory-submissions-external-links.md:166,,,,,,,,,,,,,,,,,0,,
p2-007,19,P2,37,173,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,calameo.com,unknown,unknown,missing_domain,needs_manual_review,https://www.calameo.com/,calameo.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 165:url; directory-submissions-external-links.md:167,,,,,,,,,,,,,,,,,0,,
p2-007,20,P2,37,202,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cuspera.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cuspera.com/,cuspera.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 170:url; directory-submissions-external-links.md:172,,,,,,,,,,,,,,,,,0,,
p2-007,21,P2,37,210,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found,read_only_evidence,,diigo.com,unknown,unknown,missing_domain,needs_manual_review,https://www.diigo.com/,diigo.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 172:url; directory-submissions-external-links.md:174,,,,,,,,,,,,,,,,,0,,
p2-007,22,P2,37,215,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: directory/listing marketplace text signal found; HTTP 404,read_only_evidence,,directory.com,unknown,unknown,missing_domain,needs_manual_review,https://directory.com/your-listing,directory.com,2,SKILL.md | directory-list.md; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 50:url; directory-submissions-external-links.md:52,,,,,,,,,,,,,,,,,0,,
p2-007,23,P2,37,216,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,directory.ldmstudio.com,unknown,unknown,missing_domain,needs_manual_review,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 173:url; directory-submissions-external-links.md:175,,,,,,,,,,,,,,,,,0,,
p2-007,24,P2,37,217,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,disqus.com,unknown,unknown,missing_domain,needs_manual_review,https://disqus.com/,disqus.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 51:url; directory-submissions-external-links.md:53,,,,,,,,,,,,,,,,,0,,
p2-007,25,P2,37,219,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,dnb.com,unknown,unknown,missing_domain,needs_manual_review,https://www.dnb.com/,dnb.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 174:url; directory-submissions-external-links.md:176,,,,,,,,,,,,,,,,,0,,
p2-007,26,P2,37,223,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",read_only_evidence,,ebay.com,unknown,unknown,missing_domain,needs_manual_review,https://www.ebay.com/,ebay.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 175:url; directory-submissions-external-links.md:177,,,,,,,,,,,,,,,,,0,,
p2-007,27,P2,37,224,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ecosystem.hubspot.com,unknown,unknown,missing_domain,needs_manual_review,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 53:url; directory-submissions-external-links.md:55,,,,,,,,,,,,,,,,,0,,
p2-007,28,P2,37,226,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,elocal.com,unknown,unknown,missing_domain,needs_manual_review,https://elocal.com/,elocal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 54:url; directory-submissions-external-links.md:56,,,,,,,,,,,,,,,,,0,,
p2-007,29,P2,37,227,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,etsy.com,unknown,unknown,missing_domain,needs_manual_review,https://www.etsy.com/,etsy.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 176:url; directory-submissions-external-links.md:178,,,,,,,,,,,,,,,,,0,,
p2-007,30,P2,37,228,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,eu-business.com,unknown,unknown,missing_domain,needs_manual_review,https://www.eu-business.com/,eu-business.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 177:url; directory-submissions-external-links.md:179,,,,,,,,,,,,,,,,,0,,
p2-007,31,P2,37,229,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; final domain changed to discover.events.com,read_only_evidence,,evensi.com,unknown,unknown,missing_domain,needs_manual_review,https://evensi.com/,evensi.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 55:url; directory-submissions-external-links.md:57,,,,,,,,,,,,,,,,,0,,
p2-007,32,P2,37,230,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,evernote.com,unknown,unknown,missing_domain,needs_manual_review,https://evernote.com/,evernote.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 56:url; directory-submissions-external-links.md:58,,,,,,,,,,,,,,,,,0,,
p2-007,33,P2,37,238,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ezinearticles.com,unknown,unknown,missing_domain,needs_manual_review,https://ezinearticles.com/,ezinearticles.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 58:url; directory-submissions-external-links.md:60,,,,,,,,,,,,,,,,,0,,
p2-007,34,P2,37,239,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,ezlocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.ezlocal.com/,ezlocal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 178:url; directory-submissions-external-links.md:180,,,,,,,,,,,,,,,,,0,,
p2-007,35,P2,37,247,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,feedough.com,unknown,unknown,missing_domain,needs_manual_review,https://www.feedough.com/,feedough.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 180:url; directory-submissions-external-links.md:182,,,,,,,,,,,,,,,,,0,,
p2-007,36,P2,37,248,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,feedspot.com,unknown,unknown,missing_domain,needs_manual_review,https://www.feedspot.com/,feedspot.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 181:url; directory-submissions-external-links.md:183,,,,,,,,,,,,,,,,,0,,
p2-007,37,P2,37,251,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,finduslocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.finduslocal.com/,finduslocal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 182:url; directory-submissions-external-links.md:184,,,,,,,,,,,,,,,,,0,,
p2-007,38,P2,37,258,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,fitprofessionals.net,unknown,unknown,missing_domain,needs_manual_review,https://fitprofessionals.net/,fitprofessionals.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 61:url; directory-submissions-external-links.md:63,,,,,,,,,,,,,,,,,0,,
p2-007,39,P2,37,261,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,flickr.com,unknown,unknown,missing_domain,needs_manual_review,https://www.flickr.com/,flickr.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 183:url; directory-submissions-external-links.md:185,,,,,,,,,,,,,,,,,0,,
p2-007,40,P2,37,263,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,folkd.com,unknown,unknown,missing_domain,needs_manual_review,https://www.folkd.com/,folkd.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 184:url; directory-submissions-external-links.md:186,,,,,,,,,,,,,,,,,0,,
p2-007,41,P2,37,267,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,forums.digitalpoint.com,unknown,unknown,missing_domain,needs_manual_review,https://forums.digitalpoint.com/,forums.digitalpoint.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 63:url; directory-submissions-external-links.md:65,,,,,,,,,,,,,,,,,0,,
p2-007,42,P2,37,269,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found,read_only_evidence,,freeindex.co.uk,unknown,unknown,missing_domain,needs_manual_review,https://www.freeindex.co.uk/,freeindex.co.uk,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 185:url; directory-submissions-external-links.md:187,,,,,,,,,,,,,,,,,0,,
p2-007,43,P2,37,275,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,read_only_evidence,,ghost.org,unknown,unknown,missing_domain,needs_manual_review,https://ghost.org/,ghost.org,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 65:url; directory-submissions-external-links.md:67,,,,,,,,,,,,,,,,,0,,
p2-007,44,P2,37,286,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,gitlab.com,unknown,unknown,missing_domain,needs_manual_review,https://gitlab.com/,gitlab.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 68:url; directory-submissions-external-links.md:70,,,,,,,,,,,,,,,,,0,,
p2-007,45,P2,37,288,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,glama.ai,unknown,unknown,missing_domain,needs_manual_review,https://glama.ai/mcp/servers,glama.ai,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 69:url; directory-submissions-external-links.md:71,,,,,,,,,,,,,,,,,0,,
p2-007,46,P2,37,293,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,gptforge.net,unknown,unknown,missing_domain,needs_manual_review,https://gptforge.net/,gptforge.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 71:url; directory-submissions-external-links.md:73,,,,,,,,,,,,,,,,,0,,
p2-007,47,P2,37,295,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,gravatar.com,unknown,unknown,missing_domain,needs_manual_review,https://gravatar.com/,gravatar.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 72:url; directory-submissions-external-links.md:74,,,,,,,,,,,,,,,,,0,,
p2-007,48,P2,37,297,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,growthhackers.com,unknown,unknown,missing_domain,needs_manual_review,https://growthhackers.com/,growthhackers.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 73:url; directory-submissions-external-links.md:75,,,,,,,,,,,,,,,,,0,,
p2-007,49,P2,37,298,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,gust.com,unknown,unknown,missing_domain,needs_manual_review,https://gust.com/,gust.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 74:url; directory-submissions-external-links.md:76,,,,,,,,,,,,,,,,,0,,
p2-007,50,P2,37,303,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,hg.org,unknown,unknown,missing_domain,needs_manual_review,https://www.hg.org/,hg.org,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 190:url; directory-submissions-external-links.md:192,,,,,,,,,,,,,,,,,0,,
