batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-reclass-005,1,3,P2,verify_directory_fit_before_any_approval,https://www.2findlocal.com/,2findlocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:3,200,yes,https://www.2findlocal.com/,2findlocal.com,1,6,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:05:15.087Z
p2-reclass-005,23,227,P2,verify_directory_fit_before_any_approval,https://www.etsy.com/,etsy.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:227,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:03.243Z
p2-reclass-005,24,228,P2,verify_directory_fit_before_any_approval,https://www.eu-business.com/,eu-business.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:228,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:13.755Z
p2-reclass-005,25,230,P2,verify_directory_fit_before_any_approval,https://evernote.com/,evernote.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:230,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:17.900Z
p2-reclass-005,26,238,P2,verify_directory_fit_before_any_approval,https://ezinearticles.com/,ezinearticles.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:238,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:28.431Z
p2-reclass-005,27,251,P2,verify_directory_fit_before_any_approval,https://www.finduslocal.com/,finduslocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:251,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:37.118Z
p2-reclass-005,28,261,P2,verify_directory_fit_before_any_approval,https://www.flickr.com/,flickr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:261,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:47.629Z
p2-reclass-005,29,286,P2,verify_directory_fit_before_any_approval,https://gitlab.com/,gitlab.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:286,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:05.448Z
p2-reclass-005,30,288,P2,verify_directory_fit_before_any_approval,https://glama.ai/mcp/servers,glama.ai,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: payment/pricing signal found; directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:288,200,yes,https://glama.ai/mcp/servers,glama.ai,0,1,no,no,yes,no,no,no,no,yes,no,,2026-05-22T10:09:16.752Z
p2-reclass-005,31,293,P2,verify_directory_fit_before_any_approval,https://gptforge.net/,gptforge.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:293,200,yes,https://gptforge.net/,gptforge.net,0,0,no,no,no,no,no,no,yes,no,no,,2026-05-22T10:09:18.087Z
p2-reclass-005,32,295,P2,verify_directory_fit_before_any_approval,https://gravatar.com/,gravatar.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:295,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:19.294Z
p2-reclass-005,33,297,P2,verify_directory_fit_before_any_approval,https://growthhackers.com/,growthhackers.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:297,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:29.811Z
p2-reclass-005,34,303,P2,verify_directory_fit_before_any_approval,https://www.hg.org/,hg.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:303,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:41.944Z
p2-reclass-005,35,309,P2,verify_directory_fit_before_any_approval,https://www.ibuildnew.com.au/,ibuildnew.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:309,200,yes,https://www.ibuildnew.com.au/,ibuildnew.com.au,0,3,no,no,no,no,no,yes,no,yes,no,,2026-05-22T10:09:50.664Z
p2-reclass-005,36,310,P2,verify_directory_fit_before_any_approval,https://imgur.com/,imgur.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:310,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:52.488Z
p2-reclass-005,37,312,P2,verify_directory_fit_before_any_approval,https://www.indiamart.com/,indiamart.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 429; evidence: HTTP 429,,HTTP 429,yes,review_row:312,429,no,https://www.indiamart.com/,indiamart.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 429,2026-05-22T10:09:55.840Z
p2-reclass-005,38,313,P2,verify_directory_fit_before_any_approval,https://www.indiehacker.tools/,indiehacker.tools,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:313,200,yes,https://www.indiehacker.tools/,indiehacker.tools,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T10:09:57.234Z
p2-reclass-005,39,314,P2,verify_directory_fit_before_any_approval,https://www.indiehustles.com/,indiehustles.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:314,200,yes,https://indiehustles.com/,indiehustles.com,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T10:09:59.241Z
p2-reclass-005,40,316,P2,verify_directory_fit_before_any_approval,https://issuu.com/,issuu.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:316,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:03.428Z
p2-reclass-005,41,325,P2,verify_directory_fit_before_any_approval,https://www.justlanded.com/,justlanded.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:325,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:17.224Z
p2-reclass-005,42,326,P2,verify_directory_fit_before_any_approval,https://www.kaggle.com/,kaggle.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:326,200,yes,https://www.kaggle.com/,kaggle.com,0,0,no,no,no,no,no,yes,no,no,no,,2026-05-22T10:10:27.378Z
p2-reclass-005,43,338,P2,verify_directory_fit_before_any_approval,https://www.livejournal.com/,livejournal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:338,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:31.787Z
p2-reclass-005,44,339,P2,verify_directory_fit_before_any_approval,https://www.llmrelevance.com/,llmrelevance.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:339,200,yes,https://www.llmrelevance.com/,llmrelevance.com,0,0,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:10:32.952Z
p2-reclass-005,45,352,P2,verify_directory_fit_before_any_approval,https://makerthrive.com/,makerthrive.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:352,200,yes,https://www.makerthrive.com/,makerthrive.com,0,0,no,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:10:39.825Z
p2-reclass-005,46,358,P2,verify_directory_fit_before_any_approval,https://www.massagetherapy.com/,massagetherapy.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 1 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:358,200,yes,https://www.massagetherapy.com/,massagetherapy.com,1,5,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T10:10:45.345Z
p2-reclass-005,47,364,P2,verify_directory_fit_before_any_approval,https://www.mixcloud.com/,mixcloud.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:364,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:49.818Z
p2-reclass-005,48,387,P2,verify_directory_fit_before_any_approval,https://www.newswiretoday.com/,newswiretoday.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:387,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:45:37.437Z
p2-reclass-005,49,397,P2,verify_directory_fit_before_any_approval,https://www.notion.so/integrations,notion.so,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:397,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:45:40.428Z
p2-reclass-005,50,401,P2,verify_directory_fit_before_any_approval,https://www.onlineprnews.com/,onlineprnews.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:401,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:45:47.081Z
p2-reclass-005,51,413,P2,verify_directory_fit_before_any_approval,https://www.patreon.com/,patreon.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:413,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:00.976Z
p2-reclass-005,52,426,P2,verify_directory_fit_before_any_approval,https://porch.com/,porch.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:426,403,no,https://porch.com/,porch.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T10:46:19.151Z
p2-reclass-005,53,428,P2,verify_directory_fit_before_any_approval,https://www.pr-free.com/,pr-free.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:428,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:20.475Z
