batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p0-006,11,78,P0,verify_submit_form_then_approve_or_reject,https://aitools.love/submit,aitools.love,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:78,200,yes,https://aitools.love/submit,aitools.love,0,0,no,yes,yes,no,no,yes,yes,no,no,,2026-05-22T08:13:52.149Z
p0-006,12,81,P0,verify_submit_form_then_approve_or_reject,https://www.aitrendytools.com/submit,aitrendytools.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:81,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:13:54.310Z
p0-006,13,115,P0,verify_submit_form_then_approve_or_reject,https://bestofweb.io/submit,bestofweb.io,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:115,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:13:55.382Z
p0-006,14,274,P0,verify_submit_form_then_approve_or_reject,https://getbyte.co/submit,getbyte.co,,approved | reject_not_submit | reject_paid | reject_auth_required,review_manually,needs_manual_check,low,,manual_confirm_submit_form_and_blockers,submit URL/button signal found but evidence is incomplete; evidence: URL path looks like a submission endpoint,,submit URL/button signal found but evidence is incomplete,yes,review_row:274,200,yes,https://getbyte.co/submit,getbyte.co,0,0,no,yes,no,no,no,no,no,no,no,,2026-05-22T08:13:55.760Z
p0-006,15,332,P0,verify_submit_form_then_approve_or_reject,https://launchvault.com/submit,launchvault.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:332,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:13:57.291Z
p0-006,16,392,P0,verify_submit_form_then_approve_or_reject,https://www.nocodedevs.com/submit,nocodedevs.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found; final domain changed to makerthrive.com,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:392,200,yes,https://www.makerthrive.com/,makerthrive.com,0,0,no,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:13:58.399Z
p0-006,17,393,P0,verify_submit_form_then_approve_or_reject,https://www.nocodefinder.com/submit,nocodefinder.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: URL path looks like a submission endpoint; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:393,404,no,https://www.nocodefinder.com/submit,nocodefinder.com,0,0,no,yes,no,no,no,no,no,no,no,HTTP 404,2026-05-22T08:14:01.408Z
p0-006,18,395,P0,verify_submit_form_then_approve_or_reject,https://nocodelist.co/submit,nocodelist.co,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; URL path looks like a submission endpoint,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:395,200,yes,https://nocodelist.co/submit,nocodelist.co,0,0,no,yes,no,no,no,yes,no,no,no,,2026-05-22T08:14:02.745Z
p0-006,19,550,P0,verify_submit_form_then_approve_or_reject,https://www.wearenocode.com/submit,wearenocode.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: URL path looks like a submission endpoint; This operation was aborted,,This operation was aborted,yes,review_row:550,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:14:04.734Z
p0-006,20,55,P0,verify_submit_form_then_approve_or_reject,https://a.example/submit,a.example,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:55,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:14:14.741Z
p0-006,21,90,P0,verify_submit_form_then_approve_or_reject,https://any-directory.com/submit,any-directory.com,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:90,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:14:15.160Z
p0-006,22,92,P0,verify_submit_form_then_approve_or_reject,https://any-site.com/submit,any-site.com,,approved | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:92,200,yes,https://www.any-site.com/submit,any-site.com,0,0,yes,yes,no,no,no,yes,yes,no,no,,2026-05-22T08:14:15.975Z
p0-006,23,104,P0,verify_submit_form_then_approve_or_reject,https://b.example/submit,b.example,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:104,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:14:23.450Z
p0-006,24,106,P0,verify_submit_form_then_approve_or_reject,https://bai.tools/submit,bai.tools,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:106,404,no,https://bai.tools/submit,bai.tools,0,0,no,yes,yes,no,no,yes,yes,no,no,HTTP 404,2026-05-22T08:14:23.775Z
p0-006,25,171,P0,verify_submit_form_then_approve_or_reject,https://c.example/submit,c.example,,approved | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed,,fetch failed,yes,review_row:171,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:14:25.418Z
