batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p2-006,1,P2,37,2,reject_paid,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,1888pressrelease.com,paid,unknown,missing_domain,needs_manual_review,https://www.1888pressrelease.com/,1888pressrelease.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 141:url; directory-submissions-external-links.md:143,,,,,,,,,,,,,,,,,0,,
p2-006,12,P2,37,83,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,alltheaitools.com,unknown,unknown,missing_domain,needs_manual_review,https://alltheaitools.com/,alltheaitools.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 27:url; directory-submissions-external-links.md:29,,,,,,,,,,,,,,,,,0,,
p2-006,13,P2,37,84,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found,read_only_evidence,,alltop.com,unknown,unknown,missing_domain,needs_manual_review,https://alltop.com/,alltop.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 28:url; directory-submissions-external-links.md:30,,,,,,,,,,,,,,,,,0,,
p2-006,14,P2,37,85,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,alphadigits.com,unknown,unknown,missing_domain,needs_manual_review,https://alphadigits.com/,alphadigits.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 29:url; directory-submissions-external-links.md:31,,,,,,,,,,,,,,,,,0,,
p2-006,15,P2,37,94,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,read_only_evidence,,api.slack.com,unknown,unknown,missing_domain,needs_manual_review,https://api.slack.com/apps,api.slack.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 31:url; directory-submissions-external-links.md:33,,,,,,,,,,,,,,,,,0,,
p2-006,16,P2,37,95,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,apitracker.io,unknown,unknown,missing_domain,needs_manual_review,https://apitracker.io/mcp-servers,apitracker.io,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 32:url; directory-submissions-external-links.md:34,,,,,,,,,,,,,,,,,0,,
p2-006,17,P2,37,96,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,apsense.com,unknown,unknown,missing_domain,needs_manual_review,https://www.apsense.com/,apsense.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 147:url; directory-submissions-external-links.md:149,,,,,,,,,,,,,,,,,0,,
p2-006,18,P2,37,99,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,articlesbase.com,unknown,unknown,missing_domain,needs_manual_review,https://www.articlesbase.com/,articlesbase.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 148:url; directory-submissions-external-links.md:150,,,,,,,,,,,,,,,,,0,,
p2-006,19,P2,37,100,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,artstation.com,unknown,unknown,missing_domain,needs_manual_review,https://www.artstation.com/,artstation.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 149:url; directory-submissions-external-links.md:151,,,,,,,,,,,,,,,,,0,,
p2-006,20,P2,37,101,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,athlinks.com,unknown,unknown,missing_domain,needs_manual_review,https://www.athlinks.com/,athlinks.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 150:url; directory-submissions-external-links.md:152,,,,,,,,,,,,,,,,,0,,
p2-006,21,P2,37,103,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,authorstream.com,unknown,unknown,missing_domain,needs_manual_review,https://www.authorstream.com/,authorstream.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 151:url; directory-submissions-external-links.md:153,,,,,,,,,,,,,,,,,0,,
p2-006,22,P2,37,105,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,bai.tools,unknown,unknown,missing_domain,needs_manual_review,https://bai.tools/,bai.tools,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 34:url; directory-submissions-external-links.md:36,,,,,,,,,,,,,,,,,0,,
p2-006,23,P2,37,111,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bandcamp.com,unknown,unknown,missing_domain,needs_manual_review,https://bandcamp.com/,bandcamp.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 35:url; directory-submissions-external-links.md:37,,,,,,,,,,,,,,,,,0,,
p2-006,24,P2,37,114,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,behance.net,unknown,unknown,missing_domain,needs_manual_review,https://www.behance.net/,behance.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 152:url; directory-submissions-external-links.md:154,,,,,,,,,,,,,,,,,0,,
p2-006,25,P2,37,116,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,betabound.com,unknown,unknown,missing_domain,needs_manual_review,https://betabound.com/,betabound.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 37:url; directory-submissions-external-links.md:39,,,,,,,,,,,,,,,,,0,,
p2-006,26,P2,37,122,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,bibsonomy.org,unknown,unknown,missing_domain,needs_manual_review,https://www.bibsonomy.org/,bibsonomy.org,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 153:url; directory-submissions-external-links.md:155,,,,,,,,,,,,,,,,,0,,
p2-006,27,P2,37,124,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,bitbucket.org,unknown,unknown,missing_domain,needs_manual_review,https://bitbucket.org/,bitbucket.org,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 39:url; directory-submissions-external-links.md:41,,,,,,,,,,,,,,,,,0,,
p2-006,28,P2,37,125,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bizcommunity.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bizcommunity.com/,bizcommunity.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 154:url; directory-submissions-external-links.md:156,,,,,,,,,,,,,,,,,0,,
p2-006,29,P2,37,126,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bizsugar.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bizsugar.com/,bizsugar.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 155:url; directory-submissions-external-links.md:157,,,,,,,,,,,,,,,,,0,,
p2-006,30,P2,37,127,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,blackhatworld.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blackhatworld.com/,blackhatworld.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 156:url; directory-submissions-external-links.md:158,,,,,,,,,,,,,,,,,0,,
p2-006,31,P2,37,142,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogarama.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogarama.com/,blogarama.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 157:url; directory-submissions-external-links.md:159,,,,,,,,,,,,,,,,,0,,
p2-006,32,P2,37,143,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,blogengage.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogengage.com/,blogengage.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 158:url; directory-submissions-external-links.md:160,,,,,,,,,,,,,,,,,0,,
p2-006,33,P2,37,146,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogger.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogger.com/,blogger.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 159:url; directory-submissions-external-links.md:161,,,,,,,,,,,,,,,,,0,,
p2-006,34,P2,37,162,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,brownbook.net,unknown,unknown,missing_domain,needs_manual_review,https://www.brownbook.net/,brownbook.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 160:url; directory-submissions-external-links.md:162,,,,,,,,,,,,,,,,,0,,
p2-006,35,P2,37,165,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,read_only_evidence,,buildvoyage.com,unknown,unknown,missing_domain,needs_manual_review,https://buildvoyage.com/,buildvoyage.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 40:url; directory-submissions-external-links.md:42,,,,,,,,,,,,,,,,,0,,
p2-006,36,P2,37,166,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,buildzoom.com,unknown,unknown,missing_domain,needs_manual_review,https://www.buildzoom.com/,buildzoom.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 161:url; directory-submissions-external-links.md:163,,,,,,,,,,,,,,,,,0,,
p2-006,37,P2,37,168,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,business.foursquare.com,unknown,unknown,missing_domain,needs_manual_review,https://business.foursquare.com/,business.foursquare.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 41:url; directory-submissions-external-links.md:43,,,,,,,,,,,,,,,,,0,,
p2-006,38,P2,37,169,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,businesshunt.co,unknown,unknown,missing_domain,needs_manual_review,https://businesshunt.co/,businesshunt.co,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 42:url; directory-submissions-external-links.md:44,,,,,,,,,,,,,,,,,0,,
p2-006,39,P2,37,170,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,read_only_evidence,,buymeacoffee.com,unknown,unknown,missing_domain,needs_manual_review,https://www.buymeacoffee.com/,buymeacoffee.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 163:url; directory-submissions-external-links.md:165,,,,,,,,,,,,,,,,,0,,
p2-006,40,P2,37,172,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cabinetm.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cabinetm.com/,cabinetm.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 164:url; directory-submissions-external-links.md:166,,,,,,,,,,,,,,,,,0,,
p2-006,41,P2,37,173,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,calameo.com,unknown,unknown,missing_domain,needs_manual_review,https://www.calameo.com/,calameo.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 165:url; directory-submissions-external-links.md:167,,,,,,,,,,,,,,,,,0,,
p2-006,42,P2,37,182,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,chamberofcommerce.com,unknown,unknown,missing_domain,needs_manual_review,https://www.chamberofcommerce.com/,chamberofcommerce.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 167:url; directory-submissions-external-links.md:169,,,,,,,,,,,,,,,,,0,,
p2-006,43,P2,37,188,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,citysquares.com,unknown,unknown,missing_domain,needs_manual_review,https://citysquares.com/,citysquares.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 43:url; directory-submissions-external-links.md:45,,,,,,,,,,,,,,,,,0,,
p2-006,44,P2,37,191,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,,codepen.io,unknown,unknown,missing_domain,needs_manual_review,https://codepen.io/,codepen.io,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 44:url; directory-submissions-external-links.md:46,,,,,,,,,,,,,,,,,0,,
p2-006,45,P2,37,192,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,codeproject.com,unknown,unknown,missing_domain,needs_manual_review,https://www.codeproject.com/,codeproject.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 168:url; directory-submissions-external-links.md:170,,,,,,,,,,,,,,,,,0,,
p2-006,46,P2,37,193,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,coldemailkit.com,unknown,unknown,missing_domain,needs_manual_review,https://coldemailkit.com/,coldemailkit.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 45:url; directory-submissions-external-links.md:47,,,,,,,,,,,,,,,,,0,,
p2-006,47,P2,37,199,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; directory/listing marketplace text signal found,read_only_evidence,,crevado.com,unknown,unknown,missing_domain,needs_manual_review,https://crevado.com/,crevado.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 46:url; directory-submissions-external-links.md:48,,,,,,,,,,,,,,,,,0,,
