batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-001,1,P2,37,2,reject_paid,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,1888pressrelease.com,paid,unknown,missing_domain,needs_manual_review,https://www.1888pressrelease.com/,1888pressrelease.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 141:url; directory-submissions-external-links.md:143,,
p2-001,26,P2,37,122,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,bibsonomy.org,unknown,unknown,missing_domain,needs_manual_review,https://www.bibsonomy.org/,bibsonomy.org,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 153:url; directory-submissions-external-links.md:155,,
p2-001,27,P2,37,124,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bitbucket.org,unknown,unknown,missing_domain,needs_manual_review,https://bitbucket.org/,bitbucket.org,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 39:url; directory-submissions-external-links.md:41,,
p2-001,28,P2,37,125,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bizcommunity.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bizcommunity.com/,bizcommunity.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 154:url; directory-submissions-external-links.md:156,,
p2-001,29,P2,37,126,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bizsugar.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bizsugar.com/,bizsugar.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 155:url; directory-submissions-external-links.md:157,,
p2-001,30,P2,37,127,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blackhatworld.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blackhatworld.com/,blackhatworld.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 156:url; directory-submissions-external-links.md:158,,
p2-001,31,P2,37,142,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogarama.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogarama.com/,blogarama.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 157:url; directory-submissions-external-links.md:159,,
p2-001,32,P2,37,143,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogengage.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogengage.com/,blogengage.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 158:url; directory-submissions-external-links.md:160,,
p2-001,33,P2,37,146,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blogger.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blogger.com/,blogger.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 159:url; directory-submissions-external-links.md:161,,
p2-001,34,P2,37,162,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,brownbook.net,unknown,unknown,missing_domain,needs_manual_review,https://www.brownbook.net/,brownbook.net,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 160:url; directory-submissions-external-links.md:162,,
p2-001,35,P2,37,165,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,buildvoyage.com,unknown,unknown,missing_domain,needs_manual_review,https://buildvoyage.com/,buildvoyage.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 40:url; directory-submissions-external-links.md:42,,
p2-001,36,P2,37,166,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,buildzoom.com,unknown,unknown,missing_domain,needs_manual_review,https://www.buildzoom.com/,buildzoom.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 161:url; directory-submissions-external-links.md:163,,
p2-001,37,P2,37,168,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,business.foursquare.com,unknown,unknown,missing_domain,needs_manual_review,https://business.foursquare.com/,business.foursquare.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 41:url; directory-submissions-external-links.md:43,,
p2-001,38,P2,37,169,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,businesshunt.co,unknown,unknown,missing_domain,needs_manual_review,https://businesshunt.co/,businesshunt.co,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 42:url; directory-submissions-external-links.md:44,,
p2-001,39,P2,37,170,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,buymeacoffee.com,unknown,unknown,missing_domain,needs_manual_review,https://www.buymeacoffee.com/,buymeacoffee.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 163:url; directory-submissions-external-links.md:165,,
p2-001,40,P2,37,172,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cabinetm.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cabinetm.com/,cabinetm.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 164:url; directory-submissions-external-links.md:166,,
p2-001,41,P2,37,173,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,calameo.com,unknown,unknown,missing_domain,needs_manual_review,https://www.calameo.com/,calameo.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 165:url; directory-submissions-external-links.md:167,,
p2-001,42,P2,37,182,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,chamberofcommerce.com,unknown,unknown,missing_domain,needs_manual_review,https://www.chamberofcommerce.com/,chamberofcommerce.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 167:url; directory-submissions-external-links.md:169,,
p2-001,43,P2,37,188,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,citysquares.com,unknown,unknown,missing_domain,needs_manual_review,https://citysquares.com/,citysquares.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 43:url; directory-submissions-external-links.md:45,,
p2-001,44,P2,37,191,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,codepen.io,unknown,unknown,missing_domain,needs_manual_review,https://codepen.io/,codepen.io,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 44:url; directory-submissions-external-links.md:46,,
p2-001,45,P2,37,192,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,codeproject.com,unknown,unknown,missing_domain,needs_manual_review,https://www.codeproject.com/,codeproject.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 168:url; directory-submissions-external-links.md:170,,
p2-001,46,P2,37,193,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,coldemailkit.com,unknown,unknown,missing_domain,needs_manual_review,https://coldemailkit.com/,coldemailkit.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 45:url; directory-submissions-external-links.md:47,,
p2-001,47,P2,37,199,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,crevado.com,unknown,unknown,missing_domain,needs_manual_review,https://crevado.com/,crevado.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 46:url; directory-submissions-external-links.md:48,,
p2-001,48,P2,37,201,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,curated.design,unknown,unknown,missing_domain,needs_manual_review,https://www.curated.design/,curated.design,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 169:url; directory-submissions-external-links.md:171,,
p2-001,49,P2,37,202,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cuspera.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cuspera.com/,cuspera.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 170:url; directory-submissions-external-links.md:172,,
p2-001,50,P2,37,205,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cylex.us.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cylex.us.com/,cylex.us.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 171:url; directory-submissions-external-links.md:173,,
p2-001,51,P2,37,210,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,diigo.com,unknown,unknown,missing_domain,needs_manual_review,https://www.diigo.com/,diigo.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 172:url; directory-submissions-external-links.md:174,,
p2-001,52,P2,37,215,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: directory/listing marketplace text signal found; HTTP 404,read_only_evidence,,directory.com,unknown,unknown,missing_domain,needs_manual_review,https://directory.com/your-listing,directory.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 50:url; directory-submissions-external-links.md:52,,
p2-001,53,P2,37,216,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,directory.ldmstudio.com,unknown,unknown,missing_domain,needs_manual_review,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 173:url; directory-submissions-external-links.md:175,,
p2-001,54,P2,37,217,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,disqus.com,unknown,unknown,missing_domain,needs_manual_review,https://disqus.com/,disqus.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 51:url; directory-submissions-external-links.md:53,,
p2-001,55,P2,37,219,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,dnb.com,unknown,unknown,missing_domain,needs_manual_review,https://www.dnb.com/,dnb.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 174:url; directory-submissions-external-links.md:176,,
p2-001,56,P2,37,223,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ebay.com,unknown,unknown,missing_domain,needs_manual_review,https://www.ebay.com/,ebay.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 175:url; directory-submissions-external-links.md:177,,
p2-001,57,P2,37,224,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ecosystem.hubspot.com,unknown,unknown,missing_domain,needs_manual_review,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 53:url; directory-submissions-external-links.md:55,,
p2-001,58,P2,37,226,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,elocal.com,unknown,unknown,missing_domain,needs_manual_review,https://elocal.com/,elocal.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 54:url; directory-submissions-external-links.md:56,,
p2-001,59,P2,37,227,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,etsy.com,unknown,unknown,missing_domain,needs_manual_review,https://www.etsy.com/,etsy.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 176:url; directory-submissions-external-links.md:178,,
p2-001,60,P2,37,228,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,eu-business.com,unknown,unknown,missing_domain,needs_manual_review,https://www.eu-business.com/,eu-business.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 177:url; directory-submissions-external-links.md:179,,
p2-001,61,P2,37,229,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,evensi.com,unknown,unknown,missing_domain,needs_manual_review,https://evensi.com/,evensi.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 55:url; directory-submissions-external-links.md:57,,
p2-001,62,P2,37,230,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,evernote.com,unknown,unknown,missing_domain,needs_manual_review,https://evernote.com/,evernote.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 56:url; directory-submissions-external-links.md:58,,
p2-001,63,P2,37,238,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ezinearticles.com,unknown,unknown,missing_domain,needs_manual_review,https://ezinearticles.com/,ezinearticles.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 58:url; directory-submissions-external-links.md:60,,
p2-001,64,P2,37,239,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ezlocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.ezlocal.com/,ezlocal.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 178:url; directory-submissions-external-links.md:180,,
p2-001,65,P2,37,247,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,feedough.com,unknown,unknown,missing_domain,needs_manual_review,https://www.feedough.com/,feedough.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 180:url; directory-submissions-external-links.md:182,,
p2-001,66,P2,37,248,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,feedspot.com,unknown,unknown,missing_domain,needs_manual_review,https://www.feedspot.com/,feedspot.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 181:url; directory-submissions-external-links.md:183,,
p2-001,67,P2,37,251,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,finduslocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.finduslocal.com/,finduslocal.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 182:url; directory-submissions-external-links.md:184,,
p2-001,68,P2,37,258,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,,fitprofessionals.net,unknown,unknown,missing_domain,needs_manual_review,https://fitprofessionals.net/,fitprofessionals.net,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 61:url; directory-submissions-external-links.md:63,,
