batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-reclass-005,1,P2,37,3,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,2findlocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.2findlocal.com/,2findlocal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 142:url; directory-submissions-external-links.md:144,,
p2-reclass-005,19,P2,37,202,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,cuspera.com,unknown,unknown,missing_domain,needs_manual_review,https://www.cuspera.com/,cuspera.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 170:url; directory-submissions-external-links.md:172,,
p2-reclass-005,20,P2,37,216,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,directory.ldmstudio.com,unknown,unknown,missing_domain,needs_manual_review,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 173:url; directory-submissions-external-links.md:175,,
p2-reclass-005,21,P2,37,217,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,disqus.com,unknown,unknown,missing_domain,needs_manual_review,https://disqus.com/,disqus.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 51:url; directory-submissions-external-links.md:53,,
p2-reclass-005,22,P2,37,224,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ecosystem.hubspot.com,unknown,unknown,missing_domain,needs_manual_review,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 53:url; directory-submissions-external-links.md:55,,
p2-reclass-005,23,P2,37,227,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,etsy.com,unknown,unknown,missing_domain,needs_manual_review,https://www.etsy.com/,etsy.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 176:url; directory-submissions-external-links.md:178,,
p2-reclass-005,24,P2,37,228,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,eu-business.com,unknown,unknown,missing_domain,needs_manual_review,https://www.eu-business.com/,eu-business.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 177:url; directory-submissions-external-links.md:179,,
p2-reclass-005,25,P2,37,230,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,evernote.com,unknown,unknown,missing_domain,needs_manual_review,https://evernote.com/,evernote.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 56:url; directory-submissions-external-links.md:58,,
p2-reclass-005,26,P2,37,238,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ezinearticles.com,unknown,unknown,missing_domain,needs_manual_review,https://ezinearticles.com/,ezinearticles.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 58:url; directory-submissions-external-links.md:60,,
p2-reclass-005,27,P2,37,251,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,finduslocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.finduslocal.com/,finduslocal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 182:url; directory-submissions-external-links.md:184,,
p2-reclass-005,28,P2,37,261,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,flickr.com,unknown,unknown,missing_domain,needs_manual_review,https://www.flickr.com/,flickr.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 183:url; directory-submissions-external-links.md:185,,
p2-reclass-005,29,P2,37,286,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,gitlab.com,unknown,unknown,missing_domain,needs_manual_review,https://gitlab.com/,gitlab.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 68:url; directory-submissions-external-links.md:70,,
p2-reclass-005,30,P2,37,288,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,glama.ai,unknown,unknown,missing_domain,needs_manual_review,https://glama.ai/mcp/servers,glama.ai,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 69:url; directory-submissions-external-links.md:71,,
p2-reclass-005,31,P2,37,293,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,gptforge.net,unknown,unknown,missing_domain,needs_manual_review,https://gptforge.net/,gptforge.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 71:url; directory-submissions-external-links.md:73,,
p2-reclass-005,32,P2,37,295,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,gravatar.com,unknown,unknown,missing_domain,needs_manual_review,https://gravatar.com/,gravatar.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 72:url; directory-submissions-external-links.md:74,,
p2-reclass-005,33,P2,37,297,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,growthhackers.com,unknown,unknown,missing_domain,needs_manual_review,https://growthhackers.com/,growthhackers.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 73:url; directory-submissions-external-links.md:75,,
p2-reclass-005,34,P2,37,303,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,hg.org,unknown,unknown,missing_domain,needs_manual_review,https://www.hg.org/,hg.org,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 190:url; directory-submissions-external-links.md:192,,
p2-reclass-005,35,P2,37,309,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ibuildnew.com.au,unknown,unknown,missing_domain,needs_manual_review,https://www.ibuildnew.com.au/,ibuildnew.com.au,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 194:url; directory-submissions-external-links.md:196,,
p2-reclass-005,36,P2,37,310,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,imgur.com,unknown,unknown,missing_domain,needs_manual_review,https://imgur.com/,imgur.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 77:url; directory-submissions-external-links.md:79,,
p2-reclass-005,37,P2,37,312,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,indiamart.com,unknown,unknown,missing_domain,needs_manual_review,https://www.indiamart.com/,indiamart.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 195:url; directory-submissions-external-links.md:197,,
p2-reclass-005,38,P2,37,313,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,indiehacker.tools,unknown,unknown,missing_domain,needs_manual_review,https://www.indiehacker.tools/,indiehacker.tools,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 196:url; directory-submissions-external-links.md:198,,
p2-reclass-005,39,P2,37,314,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,indiehustles.com,unknown,unknown,missing_domain,needs_manual_review,https://www.indiehustles.com/,indiehustles.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 198:url; directory-submissions-external-links.md:200,,
p2-reclass-005,40,P2,37,316,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,issuu.com,unknown,unknown,missing_domain,needs_manual_review,https://issuu.com/,issuu.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 79:url; directory-submissions-external-links.md:81,,
p2-reclass-005,41,P2,37,325,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,justlanded.com,unknown,unknown,missing_domain,needs_manual_review,https://www.justlanded.com/,justlanded.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 201:url; directory-submissions-external-links.md:203,,
p2-reclass-005,42,P2,37,326,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,kaggle.com,unknown,unknown,missing_domain,needs_manual_review,https://www.kaggle.com/,kaggle.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 202:url; directory-submissions-external-links.md:204,,
p2-reclass-005,43,P2,37,338,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,livejournal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.livejournal.com/,livejournal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 204:url; directory-submissions-external-links.md:206,,
p2-reclass-005,44,P2,37,339,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,llmrelevance.com,unknown,unknown,missing_domain,needs_manual_review,https://www.llmrelevance.com/,llmrelevance.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 205:url; directory-submissions-external-links.md:207,,
p2-reclass-005,45,P2,37,352,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,makerthrive.com,unknown,unknown,missing_domain,needs_manual_review,https://makerthrive.com/,makerthrive.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 85:url; directory-submissions-external-links.md:87,,
p2-reclass-005,46,P2,37,358,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,massagetherapy.com,unknown,unknown,missing_domain,needs_manual_review,https://www.massagetherapy.com/,massagetherapy.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 210:url; directory-submissions-external-links.md:212,,
p2-reclass-005,47,P2,37,364,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mixcloud.com,unknown,unknown,missing_domain,needs_manual_review,https://www.mixcloud.com/,mixcloud.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 212:url; directory-submissions-external-links.md:214,,
p2-reclass-005,48,P2,37,387,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,newswiretoday.com,unknown,unknown,missing_domain,needs_manual_review,https://www.newswiretoday.com/,newswiretoday.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 215:url; directory-submissions-external-links.md:217,,
p2-reclass-005,49,P2,37,397,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,notion.so,unknown,unknown,missing_domain,needs_manual_review,https://www.notion.so/integrations,notion.so,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 221:url; directory-submissions-external-links.md:223,,
p2-reclass-005,50,P2,37,401,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,onlineprnews.com,unknown,unknown,missing_domain,needs_manual_review,https://www.onlineprnews.com/,onlineprnews.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 222:url; directory-submissions-external-links.md:224,,
p2-reclass-005,51,P2,37,413,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,patreon.com,unknown,unknown,missing_domain,needs_manual_review,https://www.patreon.com/,patreon.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 225:url; directory-submissions-external-links.md:227,,
p2-reclass-005,52,P2,37,426,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,porch.com,unknown,unknown,missing_domain,needs_manual_review,https://porch.com/,porch.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 104:url; directory-submissions-external-links.md:106,,
p2-reclass-005,53,P2,37,428,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,pr-free.com,unknown,unknown,missing_domain,needs_manual_review,https://www.pr-free.com/,pr-free.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 227:url; directory-submissions-external-links.md:229,,
p2-reclass-005,54,P2,37,444,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,quibblo.com,unknown,unknown,missing_domain,needs_manual_review,https://www.quibblo.com/,quibblo.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 232:url; directory-submissions-external-links.md:234,,
p2-reclass-005,55,P2,37,467,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,scribd.com,unknown,unknown,missing_domain,needs_manual_review,https://www.scribd.com/,scribd.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 236:url; directory-submissions-external-links.md:238,,
p2-reclass-005,56,P2,37,476,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sitepoint.com,unknown,unknown,missing_domain,needs_manual_review,https://www.sitepoint.com/community,sitepoint.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 240:url; directory-submissions-external-links.md:242,,
p2-reclass-005,57,P2,37,482,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,slant.co,unknown,unknown,missing_domain,needs_manual_review,https://www.slant.co/,slant.co,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 242:url; directory-submissions-external-links.md:244,,
p2-reclass-005,58,P2,37,485,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,slideshare.net,unknown,unknown,missing_domain,needs_manual_review,https://www.slideshare.net/,slideshare.net,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 243:url; directory-submissions-external-links.md:245,,
p2-reclass-005,59,P2,37,491,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,soundcloud.com,unknown,unknown,missing_domain,needs_manual_review,https://soundcloud.com/,soundcloud.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 113:url; directory-submissions-external-links.md:115,,
p2-reclass-005,60,P2,37,501,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,startupfa.me,unknown,unknown,missing_domain,needs_manual_review,https://startupfa.me/,startupfa.me,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 117:url; directory-submissions-external-links.md:119,,
p2-reclass-005,61,P2,37,502,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,startups.com,unknown,unknown,missing_domain,needs_manual_review,https://www.startups.com/,startups.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 247:url; directory-submissions-external-links.md:249,,
p2-reclass-005,62,P2,37,505,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,startus.cc,unknown,unknown,missing_domain,needs_manual_review,https://startus.cc/,startus.cc,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 120:url; directory-submissions-external-links.md:122,,
p2-reclass-005,63,P2,37,507,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,strava.com,unknown,unknown,missing_domain,needs_manual_review,https://www.strava.com/,strava.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 248:url; directory-submissions-external-links.md:250,,
p2-reclass-005,64,P2,37,511,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,substack.com,unknown,unknown,missing_domain,needs_manual_review,https://substack.com/,substack.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 121:url; directory-submissions-external-links.md:123,,
p2-reclass-005,65,P2,37,517,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,taalk.com,unknown,unknown,missing_domain,needs_manual_review,https://taalk.com/,taalk.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 123:url; directory-submissions-external-links.md:125,,
p2-reclass-005,66,P2,37,518,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,teacherspayteachers.com,unknown,unknown,missing_domain,needs_manual_review,https://www.teacherspayteachers.com/,teacherspayteachers.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 252:url; directory-submissions-external-links.md:254,,
p2-reclass-005,67,P2,37,519,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,tech.co,unknown,unknown,missing_domain,needs_manual_review,https://tech.co/,tech.co,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 124:url; directory-submissions-external-links.md:126,,
p2-reclass-005,68,P2,37,538,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,toolsfine.com,unknown,unknown,missing_domain,needs_manual_review,https://toolsfine.com/,toolsfine.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 131:url; directory-submissions-external-links.md:133,,
