queue_order,target_id,name,domain,mode,submit_url,current_pricing,suggested_pricing,suggested_review_decision,suggestion_confidence,reviewer_action,suggested_review_notes,suggestion_basis,evidence_matched,http_status,fetch_ok,final_url,final_domain,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,free_signal,freemium_signal,pricing_page_signal,checked_at,automation_policy
13,iforai,iforai,iforai.com,assisted,https://iforai.com/submit_website,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found; submit/add/list button signal found; submit-like URL path found | basis: submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://iforai.com/submit_website,iforai.com,yes,yes,yes,no,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
14,joinly-joinly-xyz,Joinly,joinly.xyz,assisted,https://www.joinly.xyz/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found; submit/add/list button signal found | basis: submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://www.joinly.xyz/,joinly.xyz,yes,no,yes,no,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
15,launchscroll-com,https://launchscroll.com/,launchscroll.com,assisted,https://launchscroll.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://launchscroll.com/,launchscroll.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
16,lbbai-com,老北鼻AI导航,lbbai.com,assisted,https://lbbai.com/contribute,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,auth/login signal found; submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://lbbai.com/contribute,lbbai.com,yes,no,yes,yes,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
17,mergeek,Mergeek,mergeek.com,assisted,https://mergeek.com/publish_project,unknown,free,mark_free,high,confirm free submission path manually before registry update,evidence: free submission/listing signal found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; free submission/listing signal found; submit surface signal found,auth/login signal found; free submission/listing signal found; submit surface signal found,yes,200,yes,https://mergeek.com/publish_project,mergeek.com,yes,no,yes,yes,no,no,no,no,yes,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
18,mylaunchstash-com,https://mylaunchstash.com/,mylaunchstash.com,assisted,https://mylaunchstash.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://mylaunchstash.com/,mylaunchstash.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
19,offpagesavvy,Offpagesavvy,offpagesavvy.com,assisted,https://www.offpagesavvy.com/submit-your-site,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: This operation was aborted | basis: fetch did not succeed: This operation was aborted,fetch did not succeed: This operation was aborted,yes,,no,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
20,poweruptools-com,https://poweruptools.com,poweruptools.com,assisted,https://poweruptools.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://poweruptools.com/,poweruptools.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
21,productlistdir-com,https://productlistdir.com,productlistdir.com,assisted,https://productlistdir.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; submit-like URL path found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://productlistdir.com/,productlistdir.com,yes,yes,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
22,productwing-com,https://productwing.com/,productwing.com,assisted,https://productwing.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://productwing.com/,productwing.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
23,saasfield-com,https://saasfield.com/,saasfield.com,assisted,https://saasfield.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://saasfield.com/,saasfield.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
24,saashubdirectory-com,https://saashubdirectory.com,saashubdirectory.com,assisted,https://saashubdirectory.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://saashubdirectory.com/,saashubdirectory.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
25,saasroots-com,https://saasroots.com/,saasroots.com,assisted,https://saasroots.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://saasroots.com/,saasroots.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
26,smartkithub-com,https://smartkithub.com,smartkithub.com,assisted,https://smartkithub.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://smartkithub.com/,smartkithub.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
27,softwarebolt-com,访问官网,softwarebolt.com,assisted,https://softwarebolt.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://softwarebolt.com/,softwarebolt.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
28,solvertools-com,🔗 访问我们的网站,solvertools.com,assisted,https://solvertools.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://solvertools.com/,solvertools.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
29,sonic-run,Sonic Run,sonicrun.com,assisted,https://www.sonicrun.com/freelisting.html,unknown,free,mark_free,high,confirm free submission path manually before registry update,evidence: free submission/listing signal found; pricing/plan link or text found; submit/add/list button signal found; submit-like URL path found | basis: free submission/listing signal found; submit surface signal found; pricing/plan link or text found,free submission/listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://www.sonicrun.com/freelisting.html,sonicrun.com,yes,yes,no,no,no,no,no,no,yes,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
30,sourcedir-com,https://sourcedir.com/,sourcedir.com,assisted,https://sourcedir.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://sourcedir.com/,sourcedir.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
31,stackdirectory-com,https://stackdirectory.com/,stackdirectory.com,assisted,https://stackdirectory.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://stackdirectory.com/,stackdirectory.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
32,startupvessel-com,https://startupvessel.com/,startupvessel.com,assisted,https://startupvessel.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://startupvessel.com/,startupvessel.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
33,theapptools-com,https://theapptools.com/,theapptools.com,assisted,https://theapptools.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://theapptools.com/,theapptools.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
34,thecoretools-com,https://thecoretools.com,thecoretools.com,assisted,https://thecoretools.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://thecoretools.com/,thecoretools.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
35,tinytoolhub-com,https://tinytoolhub.com,tinytoolhub.com,assisted,https://tinytoolhub.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://tinytoolhub.com/,tinytoolhub.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
36,toolcosmos-com,https://toolcosmos.com,toolcosmos.com,assisted,https://toolcosmos.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toolcosmos.com/,toolcosmos.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
37,toolfinddir-com,https://toolfinddir.com,toolfinddir.com,assisted,https://toolfinddir.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toolfinddir.com/,toolfinddir.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
38,toolsignal-com,https://toolsignal.com/,toolsignal.com,assisted,https://toolsignal.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toolsignal.com/,toolsignal.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
39,toolslisthq-com,https://toolslisthq.com,toolslisthq.com,assisted,https://toolslisthq.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; submit-like URL path found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toolslisthq.com/,toolslisthq.com,yes,yes,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
40,toolsunderradar-com,https://toolsunderradar.com,toolsunderradar.com,assisted,https://toolsunderradar.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toolsunderradar.com/,toolsunderradar.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
41,top-best-alternatives,Top Best Alternatives,topbestalternatives.com,assisted,https://www.topbestalternatives.com/,unknown,freemium,mark_freemium,medium,confirm_free_submission_path_exists_before_any_free_only_plan,evidence: free plus premium/sponsored signal found; pricing/plan link or text found; submit/add/list button signal found | basis: free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://www.topbestalternatives.com/,topbestalternatives.com,yes,no,yes,no,no,no,no,no,no,yes,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
42,toptrendtools-com,https://toptrendtools.com/,toptrendtools.com,assisted,https://toptrendtools.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toptrendtools.com/,toptrendtools.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
43,toshilist-com,https://toshilist.com,toshilist.com,assisted,https://toshilist.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; submit-like URL path found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://toshilist.com/,toshilist.com,yes,yes,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
44,trustiner-com,https://trustiner.com,trustiner.com,assisted,https://trustiner.com/,unknown,freemium,mark_freemium,medium,confirm_free_submission_path_exists_before_any_free_only_plan,evidence: paid/payment signal found; free plus premium/sponsored signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://trustiner.com/,trustiner.com,yes,no,yes,yes,no,no,no,yes,no,yes,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
45,websitehunt,WebsiteHunt,websitehunt.co,assisted,https://www.websitehunt.co/,unknown,freemium,mark_freemium,medium,confirm_free_submission_path_exists_before_any_free_only_plan,evidence: free plus premium/sponsored signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://www.websitehunt.co/,websitehunt.co,yes,no,yes,yes,yes,no,no,no,no,yes,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
