queue_order,priority,priority_score,target_id,name,domain,mode,submission_status,pricing,risk,lang,submit_url,final_url,last_scouted_at,auth,captcha,form_count,last_submitted_at,review_decision,review_decision_options,review_notes,reviewed_by
1,P1,240,247webdirectory,247WebDirectory,247webdirectory.com,assisted,auth_required,unknown,unknown,en,https://www.247webdirectory.com/,https://www.247webdirectory.com/,2026-05-23T02:58:33.976Z,oauth,none,1,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
15,P1,240,productwing-com,https://productwing.com/,productwing.com,assisted,auth_required,unknown,unknown,unknown,https://productwing.com/,https://productwing.com/get-started,2026-05-22T17:21:56.603Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
16,P1,240,saasfield-com,https://saasfield.com/,saasfield.com,assisted,auth_required,unknown,unknown,unknown,https://saasfield.com/,https://saasfield.com/get-started,2026-05-22T17:30:48.431Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
17,P1,240,saashubdirectory-com,https://saashubdirectory.com,saashubdirectory.com,assisted,auth_required,unknown,unknown,unknown,https://saashubdirectory.com/,https://saashubdirectory.com/get-started,2026-05-22T17:31:34.828Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
18,P1,240,saasroots-com,https://saasroots.com/,saasroots.com,assisted,auth_required,unknown,unknown,unknown,https://saasroots.com/,https://saasroots.com/get-started,2026-05-22T17:32:09.907Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
19,P1,240,smartkithub-com,https://smartkithub.com,smartkithub.com,assisted,auth_required,unknown,unknown,unknown,https://smartkithub.com/,https://smartkithub.com/get-started,2026-05-22T17:43:11.727Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
20,P1,240,softwarebolt-com,访问官网,softwarebolt.com,assisted,auth_required,unknown,unknown,unknown,https://softwarebolt.com/,https://softwarebolt.com/get-started,2026-05-22T17:43:26.078Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
21,P1,240,solvertools-com,🔗 访问我们的网站,solvertools.com,assisted,auth_required,unknown,unknown,unknown,https://solvertools.com/,https://solvertools.com/get-started,2026-05-22T17:44:24.884Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
22,P1,240,sourcedir-com,https://sourcedir.com/,sourcedir.com,assisted,auth_required,unknown,unknown,unknown,https://sourcedir.com/,https://sourcedir.com/get-started,2026-05-23T00:48:08.433Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
23,P1,240,stackdirectory-com,https://stackdirectory.com/,stackdirectory.com,assisted,auth_required,unknown,unknown,unknown,https://stackdirectory.com/,https://stackdirectory.com/get-started,2026-05-23T00:49:19.853Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
24,P1,240,startupvessel-com,https://startupvessel.com/,startupvessel.com,assisted,auth_required,unknown,unknown,unknown,https://startupvessel.com/,https://startupvessel.com/get-started,2026-05-23T00:59:32.130Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
25,P1,240,theapptools-com,https://theapptools.com/,theapptools.com,assisted,auth_required,unknown,unknown,unknown,https://theapptools.com/,https://theapptools.com/get-started,2026-05-23T02:02:54.343Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
26,P1,240,thecoretools-com,https://thecoretools.com,thecoretools.com,assisted,auth_required,unknown,unknown,unknown,https://thecoretools.com/,https://thecoretools.com/get-started,2026-05-23T02:03:07.223Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
27,P1,240,tinytoolhub-com,https://tinytoolhub.com,tinytoolhub.com,assisted,auth_required,unknown,unknown,unknown,https://tinytoolhub.com/,https://tinytoolhub.com/get-started,2026-05-23T02:08:24.092Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
28,P1,240,toolcosmos-com,https://toolcosmos.com,toolcosmos.com,assisted,auth_required,unknown,unknown,unknown,https://toolcosmos.com/,https://toolcosmos.com/get-started,2026-05-23T02:09:35.261Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
29,P1,240,toolfinddir-com,https://toolfinddir.com,toolfinddir.com,assisted,auth_required,unknown,unknown,unknown,https://toolfinddir.com/,https://toolfinddir.com/get-started,2026-05-23T02:09:52.192Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
30,P1,240,toolsignal-com,https://toolsignal.com/,toolsignal.com,assisted,auth_required,unknown,unknown,unknown,https://toolsignal.com/,https://toolsignal.com/get-started,2026-05-23T02:18:56.133Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
31,P1,240,toolslisthq-com,https://toolslisthq.com,toolslisthq.com,assisted,auth_required,unknown,unknown,unknown,https://toolslisthq.com/,https://toolslisthq.com/get-started,2026-05-23T02:19:11.145Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
32,P1,240,toolsunderradar-com,https://toolsunderradar.com,toolsunderradar.com,assisted,auth_required,unknown,unknown,unknown,https://toolsunderradar.com/,https://toolsunderradar.com/get-started,2026-05-23T02:20:58.242Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
33,P1,240,toptrendtools-com,https://toptrendtools.com/,toptrendtools.com,assisted,auth_required,unknown,unknown,unknown,https://toptrendtools.com/,https://toptrendtools.com/get-started,2026-05-23T02:23:46.572Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
34,P1,240,toshilist-com,https://toshilist.com,toshilist.com,assisted,auth_required,unknown,unknown,unknown,https://toshilist.com/,https://toshilist.com/get-started,2026-05-23T02:24:01.163Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
35,P1,240,trustiner-com,https://trustiner.com,trustiner.com,assisted,auth_required,unknown,unknown,unknown,https://trustiner.com/,https://trustiner.com/get-started,2026-05-23T02:25:09.066Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
36,P1,240,weliketools-com,https://weliketools.com,weliketools.com,assisted,auth_required,unknown,unknown,unknown,https://weliketools.com/,https://weliketools.com/get-started,2026-05-23T02:45:11.019Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
37,P1,240,xinquji-com,新趣集,xinquji.com,assisted,auth_required,unknown,unknown,zh,https://xinquji.com/,https://xinquji.com/submit,2026-05-23T02:46:50.430Z,required,none,2,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
38,P1,220,aitoptools,AITopTools,aitoptools.com,assisted,new,unknown,medium,en,https://aitoptools.com/login?redirect_to=submit,,,unknown,unknown,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
39,P1,220,broadwise-org,Broadwise.org,broadwise.org,assisted,new,unknown,medium,en,https://broadwise.org/t/how-to-promote-your-startup-on-broadwise-org/125,,,unknown,unknown,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
40,P1,220,dizkaz-com,笛卡,dizkaz.com,assisted,auth_required,unknown,unknown,zh,https://dizkaz.com/,https://dizkaz.com/,2026-05-22T15:32:47.561Z,oauth,none,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
41,P1,220,gainweb-org,GainWeb.org,gainweb.org,assisted,auth_required,unknown,unknown,en,https://gainweb.org/,https://gainweb.org/,2026-05-22T15:50:27.678Z,required,none,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
42,P1,220,openfuture-ai,OpenFuture AI,openfuture.ai,assisted,auth_required,unknown,unknown,multi,https://openfuture.ai/zh/submit-tool,https://openfuture.ai/zh/submit-tool,2026-05-22T16:47:49.572Z,required,none,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
43,P1,220,www-ruanyifeng-com,https://www.ruanyifeng.com,ruanyifeng.com,assisted,auth_required,unknown,unknown,unknown,https://www.ruanyifeng.com/,https://www.ruanyifeng.com/,2026-05-22T17:29:50.187Z,oauth,none,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
44,P1,220,wechalet-cn,小木屋,wechalet.cn,assisted,auth_required,unknown,unknown,zh,https://wechalet.cn/appstore/add,https://wechalet.cn/appstore/user-submit,2026-05-23T02:44:59.195Z,oauth,none,0,,,mark_free | mark_freemium | mark_paid | keep_unknown | needs_manual_check,,
